ts,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,total,available,percent,used,free,active,inactive,read_count,write_count,read_bytes,write_bytes,read_time,write_timelo0_bytes_sent,lo0_bytes_recv,lo0_packets_sent,lo0_packets_recv,gif0_bytes_sent,gif0_bytes_recv,gif0_packets_sent,gif0_packets_recv,stf0_bytes_sent,stf0_bytes_recv,stf0_packets_sent,stf0_packets_recv,anpi1_bytes_sent,anpi1_bytes_recv,anpi1_packets_sent,anpi1_packets_recv,anpi0_bytes_sent,anpi0_bytes_recv,anpi0_packets_sent,anpi0_packets_recv,en3_bytes_sent,en3_bytes_recv,en3_packets_sent,en3_packets_recv,en4_bytes_sent,en4_bytes_recv,en4_packets_sent,en4_packets_recv,en1_bytes_sent,en1_bytes_recv,en1_packets_sent,en1_packets_recv,en2_bytes_sent,en2_bytes_recv,en2_packets_sent,en2_packets_recv,ap1_bytes_sent,ap1_bytes_recv,ap1_packets_sent,ap1_packets_recv,en0_bytes_sent,en0_bytes_recv,en0_packets_sent,en0_packets_recv,awdl0_bytes_sent,awdl0_bytes_recv,awdl0_packets_sent,awdl0_packets_recv,llw0_bytes_sent,llw0_bytes_recv,llw0_packets_sent,llw0_packets_recv,bridge0_bytes_sent,bridge0_bytes_recv,bridge0_packets_sent,bridge0_packets_recv,utun0_bytes_sent,utun0_bytes_recv,utun0_packets_sent,utun0_packets_recv,utun1_bytes_sent,utun1_bytes_recv,utun1_packets_sent,utun1_packets_recv,utun2_bytes_sent,utun2_bytes_recv,utun2_packets_sent,utun2_packets_recv,utun3_bytes_sent,utun3_bytes_recv,utun3_packets_sent,utun3_packets_recv,utun4_bytes_sent,utun4_bytes_recv,utun4_packets_sent,utun4_packets_recv,utun5_bytes_sent,utun5_bytes_recv,utun5_packets_sent,utun5_packets_recv,utun6_bytes_sent,utun6_bytes_recv,utun6_packets_sent,utun6_packets_recv,
1648115946.837627,26.9,24.0,29.6,16.0,0.0,0.0,0.0,0.0,17179869184,3839524864,77.7,6458720256,264601600,3778166784,3503489024,46587345,24857585,760345735168,457171697664,13295133,1074282,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371319808,732053504,46336861,68586488,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115947.093825,16.0,23.1,16.0,11.5,0.0,3.7,0.0,0.0,17179869184,3845619712,77.6,6452477952,263208960,3790503936,3510976512,46587385,24857585,760345899008,457171697664,13295138,1074282,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371319808,732053504,46336861,68586488,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115947.351546,23.1,20.0,19.2,12.0,0.0,0.0,0.0,0.0,17179869184,3849486336,77.6,6447661056,262701056,3785687040,3515351040,46587385,24857585,760345899008,457171697664,13295138,1074282,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371319808,732053504,46336862,68586488,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115947.608611,24.0,19.2,16.0,15.4,20.0,0.0,0.0,3.8,17179869184,3852206080,77.6,6444482560,253100032,3634724864,3525214208,46587394,24857631,760345935872,457174355968,13295140,1074284,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371319808,732053504,46336862,68586489,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115947.862912,34.6,26.9,28.0,34.6,26.9,20.0,16.0,12.0,17179869184,3741286400,78.2,6555156480,252870656,3502997504,3414523904,46587394,24857631,760345935872,457174355968,13295140,1074284,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371319808,732053504,46336862,68586489,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115948.119173,15.4,16.0,11.5,12.0,0.0,0.0,0.0,0.0,17179869184,3743367168,78.2,6553042944,252624896,3636772864,3416850432,46587394,24857631,760345935872,457174355968,13295140,1074284,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371319808,732053504,46336864,68586491,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115948.374955,24.0,15.4,26.9,15.4,0.0,0.0,0.0,0.0,17179869184,3767238656,78.1,6529630208,253149184,3613360128,3440197632,46587394,24857631,760345935872,457174355968,13295140,1074284,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371319808,732053504,46336864,68586491,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115948.631737,26.9,30.8,19.2,23.1,3.8,0.0,0.0,0.0,17179869184,3779035136,78.0,6517932032,252706816,3600203776,3452338176,46587394,24857669,760345935872,457174618112,13295140,1074286,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371319808,732053504,46336864,68586491,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115948.889462,26.9,28.0,24.0,16.0,0.0,0.0,0.0,0.0,17179869184,3873882112,77.5,6422970368,254230528,3634528256,3545546752,46587395,24857669,760345952256,457174618112,13295141,1074286,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371319808,732053504,46336864,68586491,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115949.145379,23.1,16.0,12.0,19.2,3.8,0.0,0.0,0.0,17179869184,3874783232,77.4,6424854528,252166144,3792371712,3548512256,46587395,24857669,760345952256,457174618112,13295141,1074286,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371319808,732053504,46336864,68586491,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115949.403266,26.9,25.9,40.7,18.5,0.0,0.0,0.0,0.0,17179869184,3885744128,77.4,6414909440,238518272,3782426624,3575578624,46587397,24857710,760345960448,457175179264,13295142,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371319808,732053504,46336864,68586491,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115949.659604,24.0,19.2,23.1,16.7,7.7,0.0,0.0,0.0,17179869184,3904520192,77.3,6395789312,236814336,3585982464,3596042240,46587400,24857710,760345985024,457175179264,13295143,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371320832,732054528,46336868,68586495,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115949.915016,16.0,12.0,12.0,7.7,7.7,7.7,0.0,0.0,17179869184,3758833664,78.1,6541459456,236158976,3490365440,3450994688,46587400,24857710,760345985024,457175179264,13295143,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371320832,732054528,46336869,68586496,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115950.171959,18.5,19.2,11.5,11.5,4.0,0.0,0.0,0.0,17179869184,3662856192,78.7,6639124480,237387776,3436593152,3353788416,46587400,24857711,760345985024,457175183360,13295143,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371320832,732054528,46336872,68586498,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115950.4258509,20.8,12.0,12.0,12.0,0.0,0.0,0.0,0.0,17179869184,3663233024,78.7,6636683264,236863488,3549577216,3354689536,46587400,24857711,760345985024,457175183360,13295143,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371320832,732054528,46336872,68586499,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115950.682302,19.2,12.0,8.0,19.2,4.0,0.0,0.0,0.0,17179869184,3669573632,78.6,6630457344,236371968,3541024768,3361439744,46587405,24857711,760346017792,457175183360,13295145,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371320832,732054528,46336874,68586500,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115950.939018,19.2,19.2,11.5,12.0,0.0,0.0,0.0,0.0,17179869184,3684155392,78.6,6615793664,236503040,3466985472,3375890432,46587405,24857711,760346017792,457175183360,13295145,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371320832,732054528,46336874,68586500,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115951.192106,16.0,16.0,12.0,11.5,3.8,0.0,0.0,0.0,17179869184,3685613568,78.5,6614188032,236339200,3829940224,3377643520,46587405,24857711,760346017792,457175183360,13295145,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371320832,732054528,46336874,68586500,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115951.448388,19.2,19.2,19.2,16.0,4.0,0.0,0.0,0.0,17179869184,3693117440,78.5,6605291520,237551616,3745742848,3383918592,46587405,24857711,760346017792,457175183360,13295145,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371320832,732054528,46336874,68586500,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115951.702933,16.0,15.4,11.5,7.7,11.5,3.8,0.0,0.0,17179869184,3659415552,78.7,6639697920,233242624,3433660416,3354525696,46587405,24857711,760346017792,457175183360,13295145,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371320832,732054528,46336874,68586500,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115951.958071,12.0,12.0,12.0,8.0,0.0,0.0,0.0,0.0,17179869184,3659251712,78.7,6639714304,232914944,3434217472,3354689536,46587405,24857711,760346017792,457175183360,13295145,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371320832,732054528,46336878,68586502,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115952.2123132,11.5,8.0,7.7,15.4,0.0,0.0,0.0,0.0,17179869184,3660103680,78.7,6639452160,233324544,3490840576,3355131904,46587405,24857711,760346017792,457175183360,13295145,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371320832,732054528,46336878,68586502,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115952.4695969,26.9,23.1,11.5,15.4,0.0,0.0,0.0,0.0,17179869184,3672244224,78.6,6626705408,232898560,3697229824,3367698432,46587405,24857711,760346017792,457175183360,13295145,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371320832,732054528,46336878,68586503,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115952.724552,16.0,11.5,16.0,4.0,3.8,0.0,0.0,0.0,17179869184,3684483072,78.6,6615089152,235503616,3581624320,3377332224,46587405,24857711,760346017792,457175183360,13295145,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371322880,732055552,46336883,68586509,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115952.981214,11.5,11.5,8.0,12.0,0.0,0.0,0.0,0.0,17179869184,3686907904,78.5,6613221376,236044288,3941138432,3379216384,46587405,24857711,760346017792,457175183360,13295145,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371322880,732055552,46336883,68586509,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115953.235449,16.0,16.0,11.5,15.4,0.0,0.0,0.0,0.0,17179869184,3685875712,78.5,6612631552,234323968,3940548608,3379904512,46587405,24857711,760346017792,457175183360,13295145,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371322880,732055552,46336884,68586509,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115953.490852,19.2,16.0,15.4,7.7,7.7,7.7,3.8,0.0,17179869184,3699802112,78.5,6601097216,233947136,3924639744,3394191360,46587409,24857711,760346034176,457175183360,13295146,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371323904,732055552,46336886,68586513,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115953.744202,16.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,17179869184,3816521728,77.8,6483869696,230834176,3595304960,3513958400,46587416,24857711,760346169344,457175183360,13295148,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371323904,732056576,46336890,68586517,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115953.998233,32.0,25.9,32.0,19.2,3.8,0.0,3.8,0.0,17179869184,3831136256,77.7,6470598656,231849984,3704455168,3527557120,46587416,24857711,760346169344,457175183360,13295148,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371323904,732056576,46336891,68586518,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115954.2527628,22.2,12.0,8.0,0.0,0.0,0.0,0.0,0.0,17179869184,3831840768,77.7,6469582848,231522304,3703472128,3528589312,46587416,24857711,760346169344,457175183360,13295148,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371324928,732056576,46336892,68586519,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115954.510145,12.0,15.4,19.2,11.5,0.0,0.0,0.0,0.0,17179869184,3838590976,77.7,6463291392,231538688,3695083520,3535323136,46587416,24857711,760346169344,457175183360,13295148,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371324928,732056576,46336892,68586519,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115954.763424,24.0,20.8,23.1,15.4,28.0,0.0,0.0,0.0,17179869184,3807543296,77.8,6495043584,201949184,3615277056,3533864960,46587421,24857711,760346189824,457175183360,13295150,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371324928,732056576,46336894,68586521,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115955.0190358,57.7,48.1,60.0,48.0,19.2,0.0,0.0,0.0,17179869184,3805200384,77.9,6496206848,192528384,3798138880,3538206720,46587426,24857711,760346210304,457175183360,13295151,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371335168,732057600,46336904,68586522,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115955.2747362,23.1,20.0,15.4,22.2,4.0,0.0,0.0,0.0,17179869184,3817750528,77.8,6484164608,152158208,3644882944,3592257536,46587432,24857711,760346234880,457175183360,13295153,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371336192,732066816,46336911,68586534,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115955.528399,16.0,20.0,12.0,16.0,0.0,0.0,0.0,0.0,17179869184,3816144896,77.8,6485049344,151027712,3661070336,3591782400,46587432,24857711,760346234880,457175183360,13295153,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371336192,732066816,46336912,68586535,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115955.783805,19.2,8.0,24.0,4.2,26.9,0.0,0.0,0.0,17179869184,3765288960,78.1,6536970240,151273472,3542695936,3540664320,46587432,24857711,760346234880,457175183360,13295153,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371336192,732066816,46336912,68586535,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115956.03807,20.0,23.1,15.4,14.8,0.0,0.0,0.0,0.0,17179869184,3769155584,78.1,6532628480,147275776,3637788672,3548528640,46587432,24857711,760346234880,457175183360,13295153,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371336192,732066816,46336913,68586535,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115956.294976,15.4,15.4,11.5,4.2,0.0,0.0,0.0,0.0,17179869184,3765305344,78.1,6537019392,142852096,3634626560,3549102080,46587432,24857711,760346234880,457175183360,13295153,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371336192,732067840,46336914,68586537,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115956.5498612,16.0,24.0,11.5,11.5,0.0,0.0,0.0,0.0,17179869184,3768008704,78.1,6535675904,145014784,3635822592,3549642752,46587432,24857711,760346234880,457175183360,13295153,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371336192,732067840,46336915,68586537,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115956.8054621,15.4,16.0,8.0,7.7,0.0,0.0,0.0,0.0,17179869184,3766894592,78.1,6535036928,143458304,3639525376,3550085120,46587432,24857711,760346234880,457175183360,13295153,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371336192,732067840,46336916,68586538,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115957.0609221,20.0,18.5,19.2,11.5,0.0,0.0,0.0,0.0,17179869184,3758800896,78.1,6543163392,143474688,3603398656,3541975040,46587432,24857711,760346234880,457175183360,13295153,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371336192,732067840,46336917,68586539,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115957.318306,19.2,15.4,12.0,4.0,3.8,0.0,0.0,0.0,17179869184,3752116224,78.2,6551027712,142147584,3606904832,3536617472,46587432,24857711,760346234880,457175183360,13295153,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371336192,732067840,46336918,68586540,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
1648115957.5762172,19.2,15.4,19.2,14.8,0.0,0.0,0.0,0.0,17179869184,3754688512,78.1,6549176320,142753792,3871260672,3538583552,46587432,24857711,760346234880,457175183360,13295153,1074287,133851136,133851136,705587,705587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371336192,732067840,46336918,68586540,5686272,11981824,16232,49478,0,0,0,0,0,0,0,0,16384,0,95,0,16384,0,95,0,16384,0,95,0,8192,8192,57,54,16384,0,95,0,2302976,28672,26416,404,0,0,8,0,
