Drone,TS1,TS6,lat5
urn:ngsi-ld:Drone:2,1648115542,268.0826187133789,1
urn:ngsi-ld:Drone:2,1648115543,272.8004455566406,2
urn:ngsi-ld:Drone:2,1648115544,273.7252712249756,1
urn:ngsi-ld:Drone:2,1648115545,291.4743423461914,1
urn:ngsi-ld:Drone:2,1648115546,286.6175174713135,2
urn:ngsi-ld:Drone:2,1648115547,275.0375270843506,1
urn:ngsi-ld:Drone:2,1648115548,270.30014991760254,1
urn:ngsi-ld:Drone:2,1648115549,274.03903007507324,2
urn:ngsi-ld:Drone:2,1648115550,275.2406597137451,1
urn:ngsi-ld:Drone:2,1648115551,285.39347648620605,1
urn:ngsi-ld:Drone:2,1648115552,281.4168930053711,2
urn:ngsi-ld:Drone:2,1648115553,277.94790267944336,1
urn:ngsi-ld:Drone:2,1648115554,276.3204574584961,1
urn:ngsi-ld:Drone:2,1648115555,279.0261507034302,2
urn:ngsi-ld:Drone:2,1648115556,280.95459938049316,1
urn:ngsi-ld:Drone:2,1648115557,280.7013988494873,1
urn:ngsi-ld:Drone:2,1648115558,277.80354022979736,2
urn:ngsi-ld:Drone:2,1648115559,281.04114532470703,1
urn:ngsi-ld:Drone:2,1648115560,278.1984806060791,1
urn:ngsi-ld:Drone:2,1648115561,284.08706188201904,2
urn:ngsi-ld:Drone:2,1648115562,280.750036239624,1
urn:ngsi-ld:Drone:2,1648115563,273.5555171966553,1
urn:ngsi-ld:Drone:2,1648115564,277.2432565689087,2
urn:ngsi-ld:Drone:2,1648115565,286.6249084472656,1
urn:ngsi-ld:Drone:2,1648115566,278.63216400146484,1
urn:ngsi-ld:Drone:2,1648115567,277.7397632598877,2
urn:ngsi-ld:Drone:2,1648115568,271.09694480895996,1
urn:ngsi-ld:Drone:2,1648115569,274.1408348083496,1
urn:ngsi-ld:Drone:2,1648115570,276.69715881347656,2
urn:ngsi-ld:Drone:2,1648115571,272.1261978149414,1
urn:ngsi-ld:Drone:2,1648115572,272.9306221008301,1
urn:ngsi-ld:Drone:2,1648115573,272.3362445831299,1
urn:ngsi-ld:Drone:2,1648115574,271.3106870651245,2
urn:ngsi-ld:Drone:2,1648115575,270.3239917755127,1
urn:ngsi-ld:Drone:2,1648115576,276.5202522277832,2
urn:ngsi-ld:Drone:2,1648115577,272.9475498199463,1
urn:ngsi-ld:Drone:2,1648115578,270.0822353363037,2
urn:ngsi-ld:Drone:2,1648115579,267.70901679992676,1
urn:ngsi-ld:Drone:2,1648115580,273.29111099243164,1
urn:ngsi-ld:Drone:2,1648115581,264.46080207824707,2
urn:ngsi-ld:Drone:2,1648115582,263.23390007019043,1
urn:ngsi-ld:Drone:2,1648115583,267.81487464904785,2
urn:ngsi-ld:Drone:2,1648115584,266.0856246948242,1
urn:ngsi-ld:Drone:2,1648115585,266.398549079895,2
urn:ngsi-ld:Drone:2,1648115586,268.0544853210449,1
urn:ngsi-ld:Drone:2,1648115587,265.38121700286865,2
urn:ngsi-ld:Drone:2,1648115588,267.51136779785156,1
urn:ngsi-ld:Drone:2,1648115589,264.13023471832275,2
urn:ngsi-ld:Drone:2,1648115590,262.46190071105957,1
urn:ngsi-ld:Drone:2,1648115591,264.4155025482178,1
urn:ngsi-ld:Drone:2,1648115592,264.07861709594727,2
urn:ngsi-ld:Drone:2,1648115593,264.2514705657959,1
urn:ngsi-ld:Drone:2,1648115594,263.2589340209961,1
urn:ngsi-ld:Drone:2,1648115595,264.117956161499,2
urn:ngsi-ld:Drone:2,1648115596,260.35618782043457,1
urn:ngsi-ld:Drone:2,1648115597,258.455753326416,2
urn:ngsi-ld:Drone:2,1648115598,257.641077041626,1
urn:ngsi-ld:Drone:2,1648115599,254.60755825042725,2
urn:ngsi-ld:Drone:2,1648115600,256.880521774292,1
urn:ngsi-ld:Drone:2,1648115601,255.15127182006836,2
urn:ngsi-ld:Drone:2,1648115602,258.2836151123047,1
urn:ngsi-ld:Drone:2,1648115603,256.7117214202881,2
urn:ngsi-ld:Drone:2,1648115604,253.91054153442383,1
urn:ngsi-ld:Drone:2,1648115605,255.1358938217163,2
urn:ngsi-ld:Drone:2,1648115606,255.74660301208496,1
urn:ngsi-ld:Drone:2,1648115607,252.67505645751953,2
urn:ngsi-ld:Drone:2,1648115608,254.27842140197754,1
urn:ngsi-ld:Drone:2,1648115609,257.15601444244385,2
urn:ngsi-ld:Drone:2,1648115610,257.87603855133057,2
urn:ngsi-ld:Drone:2,1648115611,252.06255912780762,1
urn:ngsi-ld:Drone:2,1648115612,264.725923538208,1
urn:ngsi-ld:Drone:2,1648115613,259.6426010131836,2
urn:ngsi-ld:Drone:2,1648115614,265.23900032043457,1
urn:ngsi-ld:Drone:2,1648115615,256.19006156921387,2
urn:ngsi-ld:Drone:2,1648115616,259.2198848724365,1
urn:ngsi-ld:Drone:2,1648115617,257.6305866241455,2
urn:ngsi-ld:Drone:2,1648115618,265.34414291381836,2
urn:ngsi-ld:Drone:2,1648115619,258.526086807251,1
urn:ngsi-ld:Drone:2,1648115620,261.4051103591919,2
urn:ngsi-ld:Drone:2,1648115621,264.9197578430176,1
urn:ngsi-ld:Drone:2,1648115622,262.92145252227783,2
urn:ngsi-ld:Drone:2,1648115623,260.69140434265137,1
urn:ngsi-ld:Drone:2,1648115624,262.64071464538574,2
urn:ngsi-ld:Drone:2,1648115625,268.5418128967285,2
urn:ngsi-ld:Drone:2,1648115626,264.5237445831299,1
urn:ngsi-ld:Drone:2,1648115627,261.22164726257324,1
urn:ngsi-ld:Drone:2,1648115628,265.69151878356934,2
urn:ngsi-ld:Drone:2,1648115629,260.7293128967285,1
urn:ngsi-ld:Drone:2,1648115630,265.8296823501587,2
urn:ngsi-ld:Drone:2,1648115631,261.16442680358887,1
urn:ngsi-ld:Drone:2,1648115632,260.8121633529663,2
urn:ngsi-ld:Drone:2,1648115633,266.51954650878906,1
urn:ngsi-ld:Drone:2,1648115634,259.4701051712036,2
urn:ngsi-ld:Drone:2,1648115635,262.71843910217285,1
urn:ngsi-ld:Drone:2,1648115636,262.13037967681885,2
urn:ngsi-ld:Drone:2,1648115637,257.98583030700684,1
urn:ngsi-ld:Drone:2,1648115638,256.9984197616577,2
urn:ngsi-ld:Drone:2,1648115639,260.7898712158203,1
urn:ngsi-ld:Drone:2,1648115640,259.04345512390137,1
urn:ngsi-ld:Drone:2,1648115641,444.9174404144287,1
urn:ngsi-ld:Drone:2,1648115642,260.5466842651367,1
urn:ngsi-ld:Drone:2,1648115643,263.1216049194336,2
urn:ngsi-ld:Drone:2,1648115644,274.6148109436035,1
urn:ngsi-ld:Drone:2,1648115645,258.1908702850342,2
urn:ngsi-ld:Drone:2,1648115646,252.35962867736816,1
urn:ngsi-ld:Drone:2,1648115647,250.78725814819336,2
urn:ngsi-ld:Drone:2,1648115648,254.08291816711426,1
urn:ngsi-ld:Drone:2,1648115649,256.57200813293457,1
urn:ngsi-ld:Drone:2,1648115650,257.14588165283203,2
urn:ngsi-ld:Drone:2,1648115651,252.72703170776367,1
urn:ngsi-ld:Drone:2,1648115652,249.0520477294922,1
urn:ngsi-ld:Drone:2,1648115653,246.97113037109375,2
urn:ngsi-ld:Drone:2,1648115654,249.31883811950684,1
urn:ngsi-ld:Drone:2,1648115655,244.9049949645996,1
urn:ngsi-ld:Drone:2,1648115656,245.5449104309082,2
urn:ngsi-ld:Drone:2,1648115657,249.28998947143555,1
urn:ngsi-ld:Drone:2,1648115658,244.48776245117188,1
urn:ngsi-ld:Drone:2,1648115659,248.16858768463135,2
urn:ngsi-ld:Drone:2,1648115660,244.63605880737305,1
urn:ngsi-ld:Drone:2,1648115661,245.9787130355835,2
urn:ngsi-ld:Drone:2,1648115662,243.96014213562012,1
urn:ngsi-ld:Drone:2,1648115663,249.11153316497803,2
urn:ngsi-ld:Drone:2,1648115664,240.65756797790527,1
urn:ngsi-ld:Drone:2,1648115665,247.49469757080078,1
urn:ngsi-ld:Drone:2,1648115666,243.88647079467773,2
urn:ngsi-ld:Drone:2,1648115667,238.9848232269287,1
urn:ngsi-ld:Drone:2,1648115668,240.01288414001465,1
urn:ngsi-ld:Drone:2,1648115669,242.5302267074585,2
urn:ngsi-ld:Drone:2,1648115670,239.40706253051758,1
urn:ngsi-ld:Drone:2,1648115671,246.93059921264648,1
urn:ngsi-ld:Drone:2,1648115672,241.23406410217285,2
urn:ngsi-ld:Drone:2,1648115673,239.701509475708,1
urn:ngsi-ld:Drone:2,1648115674,241.62685871124268,2
urn:ngsi-ld:Drone:2,1648115675,240.45872688293457,1
urn:ngsi-ld:Drone:2,1648115676,239.14456367492676,2
urn:ngsi-ld:Drone:2,1648115677,234.1785430908203,1
urn:ngsi-ld:Drone:2,1648115678,233.42108726501465,1
urn:ngsi-ld:Drone:2,1648115679,237.71870136260986,2
urn:ngsi-ld:Drone:2,1648115680,238.6331558227539,1
urn:ngsi-ld:Drone:2,1648115681,235.53359508514404,2
urn:ngsi-ld:Drone:2,1648115682,231.13012313842773,1
urn:ngsi-ld:Drone:2,1648115683,234.54296588897705,2
urn:ngsi-ld:Drone:2,1648115684,241.27888679504395,1
urn:ngsi-ld:Drone:2,1648115685,238.01827430725098,1
urn:ngsi-ld:Drone:2,1648115686,232.72907733917236,2
urn:ngsi-ld:Drone:2,1648115687,233.1833839416504,1
urn:ngsi-ld:Drone:2,1648115688,236.9093894958496,2
urn:ngsi-ld:Drone:2,1648115689,231.91142082214355,1
urn:ngsi-ld:Drone:2,1648115690,224.85971450805664,1
urn:ngsi-ld:Drone:2,1648115691,229.30645942687988,2
urn:ngsi-ld:Drone:2,1648115692,230.15952110290527,1
urn:ngsi-ld:Drone:2,1648115693,227.47159004211426,1
urn:ngsi-ld:Drone:2,1648115694,227.8810739517212,2
urn:ngsi-ld:Drone:2,1648115695,226.23205184936523,1
urn:ngsi-ld:Drone:2,1648115696,233.20841789245605,2
urn:ngsi-ld:Drone:2,1648115697,221.41385078430176,1
urn:ngsi-ld:Drone:2,1648115698,234.89975929260254,1
urn:ngsi-ld:Drone:2,1648115699,228.47235202789307,2
urn:ngsi-ld:Drone:2,1648115700,242.26760864257812,1
urn:ngsi-ld:Drone:2,1648115701,224.65276718139648,2
urn:ngsi-ld:Drone:2,1648115702,232.24949836730957,1
urn:ngsi-ld:Drone:2,1648115703,223.94442558288574,1
urn:ngsi-ld:Drone:2,1648115704,234.76099967956543,2
urn:ngsi-ld:Drone:2,1648115705,221.3284969329834,1
urn:ngsi-ld:Drone:2,1648115706,221.56250476837158,2
urn:ngsi-ld:Drone:2,1648115707,231.20641708374023,1
urn:ngsi-ld:Drone:2,1648115708,229.70962524414062,1
urn:ngsi-ld:Drone:2,1648115709,232.1491241455078,2
urn:ngsi-ld:Drone:2,1648115710,222.92828559875488,1
urn:ngsi-ld:Drone:2,1648115711,228.73306274414062,2
urn:ngsi-ld:Drone:2,1648115712,217.820405960083,1
urn:ngsi-ld:Drone:2,1648115713,219.224214553833,2
urn:ngsi-ld:Drone:2,1648115714,212.0509147644043,1
urn:ngsi-ld:Drone:2,1648115715,225.2103090286255,2
urn:ngsi-ld:Drone:2,1648115716,217.47255325317383,1
urn:ngsi-ld:Drone:2,1648115717,224.12359714508057,2
urn:ngsi-ld:Drone:2,1648115718,214.85543251037598,1
urn:ngsi-ld:Drone:2,1648115719,252.65192985534668,1
urn:ngsi-ld:Drone:2,1648115720,214.78188037872314,2
urn:ngsi-ld:Drone:2,1648115721,225.32367706298828,1
urn:ngsi-ld:Drone:2,1648115722,212.13829517364502,2
urn:ngsi-ld:Drone:2,1648115723,221.18008136749268,2
urn:ngsi-ld:Drone:2,1648115724,224.2748737335205,1
urn:ngsi-ld:Drone:2,1648115725,216.01271629333496,2
urn:ngsi-ld:Drone:2,1648115726,211.7220163345337,2
urn:ngsi-ld:Drone:2,1648115727,205.657958984375,1
urn:ngsi-ld:Drone:2,1648115728,209.13934707641602,2
urn:ngsi-ld:Drone:2,1648115729,215.66390991210938,1
urn:ngsi-ld:Drone:2,1648115730,209.0665102005005,2
urn:ngsi-ld:Drone:2,1648115731,209.29396152496338,2
urn:ngsi-ld:Drone:2,1648115732,201.29966735839844,1
urn:ngsi-ld:Drone:2,1648115733,207.0775032043457,2
urn:ngsi-ld:Drone:2,1648115734,214.57386016845703,1
urn:ngsi-ld:Drone:2,1648115735,207.85045623779297,2
urn:ngsi-ld:Drone:2,1648115736,206.50506019592285,1
urn:ngsi-ld:Drone:2,1648115737,229.02154922485352,2
urn:ngsi-ld:Drone:2,1648115738,205.4661512374878,2
urn:ngsi-ld:Drone:2,1648115739,235.7783317565918,1
urn:ngsi-ld:Drone:2,1648115740,212.96405792236328,2
urn:ngsi-ld:Drone:2,1648115741,208.60719680786133,1
urn:ngsi-ld:Drone:2,1648115742,210.65068244934082,2
urn:ngsi-ld:Drone:2,1648115743,207.39388465881348,1
urn:ngsi-ld:Drone:2,1648115744,213.4101390838623,2
urn:ngsi-ld:Drone:2,1648115745,211.0006809234619,1
urn:ngsi-ld:Drone:2,1648115746,215.42930603027344,2
urn:ngsi-ld:Drone:2,1648115747,212.35203742980957,1
urn:ngsi-ld:Drone:2,1648115748,210.9370231628418,1
urn:ngsi-ld:Drone:2,1648115749,213.1575345993042,2
urn:ngsi-ld:Drone:2,1648115750,213.4246826171875,2
urn:ngsi-ld:Drone:2,1648115751,216.85147285461426,1
urn:ngsi-ld:Drone:2,1648115752,213.01651000976562,1
urn:ngsi-ld:Drone:2,1648115753,212.78178691864014,2
urn:ngsi-ld:Drone:2,1648115754,218.41883659362793,2
urn:ngsi-ld:Drone:2,1648115755,218.57261657714844,1
urn:ngsi-ld:Drone:2,1648115756,231.97948932647705,2
urn:ngsi-ld:Drone:2,1648115757,216.36271476745605,1
urn:ngsi-ld:Drone:2,1648115758,218.28877925872803,2
urn:ngsi-ld:Drone:2,1648115759,214.22863006591797,1
urn:ngsi-ld:Drone:2,1648115760,211.5999460220337,2
urn:ngsi-ld:Drone:2,1648115761,209.9893093109131,1
urn:ngsi-ld:Drone:2,1648115762,214.40577507019043,2
urn:ngsi-ld:Drone:2,1648115763,226.57036781311035,2
urn:ngsi-ld:Drone:2,1648115764,214.49899673461914,1
urn:ngsi-ld:Drone:2,1648115765,213.4411334991455,2
urn:ngsi-ld:Drone:2,1648115766,220.04389762878418,1
urn:ngsi-ld:Drone:2,1648115767,209.38777923583984,2
urn:ngsi-ld:Drone:2,1648115768,208.18495750427246,1
urn:ngsi-ld:Drone:2,1648115769,211.29179000854492,2
urn:ngsi-ld:Drone:2,1648115770,208.15515518188477,1
urn:ngsi-ld:Drone:2,1648115771,209.43355560302734,2
urn:ngsi-ld:Drone:2,1648115772,216.1428928375244,2
urn:ngsi-ld:Drone:2,1648115773,227.25486755371094,1
urn:ngsi-ld:Drone:2,1648115774,207.19730854034424,2
urn:ngsi-ld:Drone:2,1648115775,214.01739120483398,1
urn:ngsi-ld:Drone:2,1648115776,208.38451385498047,1
urn:ngsi-ld:Drone:2,1648115777,206.03156089782715,2
urn:ngsi-ld:Drone:2,1648115778,205.65485954284668,1
urn:ngsi-ld:Drone:2,1648115779,204.17416095733643,2
urn:ngsi-ld:Drone:2,1648115780,202.0268440246582,1
urn:ngsi-ld:Drone:2,1648115781,208.72187614440918,2
urn:ngsi-ld:Drone:2,1648115782,202.64935493469238,1
urn:ngsi-ld:Drone:2,1648115783,204.07724380493164,2
urn:ngsi-ld:Drone:2,1648115784,199.6607780456543,1
urn:ngsi-ld:Drone:2,1648115785,209.4947099685669,2
urn:ngsi-ld:Drone:2,1648115786,199.96333122253418,1
urn:ngsi-ld:Drone:2,1648115787,211.59613132476807,2
urn:ngsi-ld:Drone:2,1648115788,210.87217330932617,1
urn:ngsi-ld:Drone:2,1648115789,201.58588886260986,2
urn:ngsi-ld:Drone:2,1648115790,201.98798179626465,1
urn:ngsi-ld:Drone:2,1648115791,205.32822608947754,2
urn:ngsi-ld:Drone:2,1648115792,200.68883895874023,1
urn:ngsi-ld:Drone:2,1648115793,193.17054748535156,1
urn:ngsi-ld:Drone:2,1648115794,210.2055549621582,2
urn:ngsi-ld:Drone:2,1648115795,204.97632026672363,1
urn:ngsi-ld:Drone:2,1648115796,205.4159641265869,2
urn:ngsi-ld:Drone:2,1648115797,211.6384506225586,1
urn:ngsi-ld:Drone:2,1648115798,198.12297821044922,2
urn:ngsi-ld:Drone:2,1648115799,203.4432888031006,1
urn:ngsi-ld:Drone:2,1648115800,193.3422088623047,1
urn:ngsi-ld:Drone:2,1648115801,196.3423490524292,2
urn:ngsi-ld:Drone:2,1648115802,189.1498565673828,1
urn:ngsi-ld:Drone:2,1648115803,190.55962562561035,2
urn:ngsi-ld:Drone:2,1648115804,206.5110206604004,1
urn:ngsi-ld:Drone:2,1648115805,206.58516883850098,2
urn:ngsi-ld:Drone:2,1648115806,191.20073318481445,1
urn:ngsi-ld:Drone:2,1648115807,189.61048126220703,1
urn:ngsi-ld:Drone:2,1648115808,215.90876579284668,1
urn:ngsi-ld:Drone:2,1648115809,198.07672500610352,2
urn:ngsi-ld:Drone:2,1648115810,205.34038543701172,1
urn:ngsi-ld:Drone:2,1648115811,204.19669151306152,1
urn:ngsi-ld:Drone:2,1648115812,197.98898696899414,2
urn:ngsi-ld:Drone:2,1648115813,191.22743606567383,1
urn:ngsi-ld:Drone:2,1648115814,190.90116024017334,2
urn:ngsi-ld:Drone:2,1648115815,187.791109085083,1
urn:ngsi-ld:Drone:2,1648115816,184.769868850708,2
urn:ngsi-ld:Drone:2,1648115817,196.24614715576172,1
urn:ngsi-ld:Drone:2,1648115818,187.65699863433838,2
urn:ngsi-ld:Drone:2,1648115819,188.9171600341797,1
urn:ngsi-ld:Drone:2,1648115820,199.11324977874756,2
urn:ngsi-ld:Drone:2,1648115821,192.31224060058594,1
urn:ngsi-ld:Drone:2,1648115822,190.41740894317627,2
urn:ngsi-ld:Drone:2,1648115823,187.1175765991211,1
urn:ngsi-ld:Drone:2,1648115824,195.8099603652954,2
urn:ngsi-ld:Drone:2,1648115825,187.56866455078125,1
urn:ngsi-ld:Drone:2,1648115826,191.80333614349365,2
urn:ngsi-ld:Drone:2,1648115827,197.81184196472168,1
urn:ngsi-ld:Drone:2,1648115828,193.75944137573242,2
urn:ngsi-ld:Drone:2,1648115829,190.15836715698242,1
urn:ngsi-ld:Drone:2,1648115830,188.97616863250732,2
urn:ngsi-ld:Drone:2,1648115831,180.19628524780273,1
urn:ngsi-ld:Drone:2,1648115832,184.533953666687,2
urn:ngsi-ld:Drone:2,1648115833,188.23814392089844,1
urn:ngsi-ld:Drone:2,1648115834,175.67110061645508,1
urn:ngsi-ld:Drone:2,1648115835,179.9870729446411,2
urn:ngsi-ld:Drone:2,1648115836,180.0377368927002,1
urn:ngsi-ld:Drone:2,1648115837,175.63629150390625,1
urn:ngsi-ld:Drone:2,1648115838,193.67313385009766,2
urn:ngsi-ld:Drone:2,1648115839,175.4465103149414,1
urn:ngsi-ld:Drone:2,1648115840,168.49660873413086,1
urn:ngsi-ld:Drone:2,1648115841,175.9817600250244,1
urn:ngsi-ld:Drone:2,1648115842,168.71333122253418,2
urn:ngsi-ld:Drone:2,1648115843,164.46256637573242,1
urn:ngsi-ld:Drone:2,1648115844,187.4542236328125,1
urn:ngsi-ld:Drone:2,1648115845,164.2550230026245,2
urn:ngsi-ld:Drone:2,1648115846,173.16722869873047,1
urn:ngsi-ld:Drone:2,1648115847,170.3495979309082,1
urn:ngsi-ld:Drone:2,1648115848,169.33155059814453,2
urn:ngsi-ld:Drone:2,1648115849,165.4987335205078,1
urn:ngsi-ld:Drone:2,1648115850,166.05091094970703,2
urn:ngsi-ld:Drone:2,1648115851,193.67718696594238,1
urn:ngsi-ld:Drone:2,1648115852,166.1062240600586,2
urn:ngsi-ld:Drone:2,1648115853,169.48676109313965,1
urn:ngsi-ld:Drone:2,1648115854,168.60675811767578,1
urn:ngsi-ld:Drone:2,1648115855,161.50140762329102,1
urn:ngsi-ld:Drone:2,1648115856,164.60418701171875,2
urn:ngsi-ld:Drone:2,1648115857,165.18497467041016,1
urn:ngsi-ld:Drone:2,1648115858,164.36827182769775,2
urn:ngsi-ld:Drone:2,1648115859,182.28864669799805,1
urn:ngsi-ld:Drone:2,1648115860,165.30346870422363,1
urn:ngsi-ld:Drone:2,1648115861,163.02311420440674,2
urn:ngsi-ld:Drone:2,1648115862,160.9492301940918,1
urn:ngsi-ld:Drone:2,1648115863,163.63978385925293,2
urn:ngsi-ld:Drone:2,1648115864,160.66861152648926,1
urn:ngsi-ld:Drone:2,1648115865,159.1794490814209,1
urn:ngsi-ld:Drone:2,1648115866,177.95860767364502,2
urn:ngsi-ld:Drone:2,1648115867,165.5564308166504,1
urn:ngsi-ld:Drone:2,1648115868,174.35288429260254,2
urn:ngsi-ld:Drone:2,1648115869,160.30573844909668,1
urn:ngsi-ld:Drone:2,1648115870,168.50614547729492,2
urn:ngsi-ld:Drone:2,1648115871,163.25688362121582,1
urn:ngsi-ld:Drone:2,1648115872,164.05081748962402,1
urn:ngsi-ld:Drone:2,1648115873,162.00530529022217,2
urn:ngsi-ld:Drone:2,1648115874,163.3150577545166,1
urn:ngsi-ld:Drone:2,1648115875,160.3829860687256,1
urn:ngsi-ld:Drone:2,1648115876,162.38927841186523,1
urn:ngsi-ld:Drone:2,1648115877,161.04602813720703,1
urn:ngsi-ld:Drone:2,1648115878,160.98928451538086,1
urn:ngsi-ld:Drone:2,1648115879,162.2762680053711,2
urn:ngsi-ld:Drone:2,1648115880,163.3446216583252,1
urn:ngsi-ld:Drone:2,1648115881,179.4745922088623,1
urn:ngsi-ld:Drone:2,1648115882,162.6065969467163,2
urn:ngsi-ld:Drone:2,1648115883,160.13193130493164,1
urn:ngsi-ld:Drone:2,1648115884,158.5710048675537,1
urn:ngsi-ld:Drone:2,1648115885,163.24830055236816,2
urn:ngsi-ld:Drone:2,1648115886,160.70103645324707,1
urn:ngsi-ld:Drone:2,1648115887,191.31183624267578,1
urn:ngsi-ld:Drone:2,1648115888,161.3147258758545,2
urn:ngsi-ld:Drone:2,1648115889,176.1460304260254,1
urn:ngsi-ld:Drone:2,1648115890,156.85713291168213,2
urn:ngsi-ld:Drone:2,1648115891,161.22174263000488,1
urn:ngsi-ld:Drone:2,1648115892,158.0115556716919,2
urn:ngsi-ld:Drone:2,1648115893,168.86496543884277,1
urn:ngsi-ld:Drone:2,1648115894,159.5470905303955,2
urn:ngsi-ld:Drone:2,1648115895,160.0496768951416,1
urn:ngsi-ld:Drone:2,1648115896,184.3581199645996,1
urn:ngsi-ld:Drone:2,1648115897,160.03179550170898,1
urn:ngsi-ld:Drone:2,1648115898,161.30483150482178,2
urn:ngsi-ld:Drone:2,1648115899,161.0851287841797,1
urn:ngsi-ld:Drone:2,1648115900,169.19541358947754,1
urn:ngsi-ld:Drone:2,1648115901,165.44318199157715,1
urn:ngsi-ld:Drone:2,1648115902,179.83901500701904,2
urn:ngsi-ld:Drone:2,1648115903,162.5044345855713,2
urn:ngsi-ld:Drone:2,1648115904,173.66933822631836,1
urn:ngsi-ld:Drone:2,1648115905,160.19392013549805,2
urn:ngsi-ld:Drone:2,1648115906,173.44307899475098,1
urn:ngsi-ld:Drone:2,1648115907,160.569429397583,1
urn:ngsi-ld:Drone:2,1648115908,159.35158729553223,1
urn:ngsi-ld:Drone:2,1648115909,159.89911556243896,2
urn:ngsi-ld:Drone:2,1648115910,160.57348251342773,1
urn:ngsi-ld:Drone:2,1648115911,160.19415855407715,1
urn:ngsi-ld:Drone:2,1648115912,160.9053611755371,1
