ts,cpu1,cpu2,cpu3,cpu4,total,available,percent,used,free,active,inactive,read_count,write_count,read_bytes,write_bytes,read_time,write_timelo_bytes_sent,lo_bytes_recv,lo_packets_sent,lo_packets_recv,ens3_bytes_sent,ens3_bytes_recv,ens3_packets_sent,ens3_packets_recv,docker0_bytes_sent,docker0_bytes_recv,docker0_packets_sent,docker0_packets_recv,br-e6ac0c9a60bf_bytes_sent,br-e6ac0c9a60bf_bytes_recv,br-e6ac0c9a60bf_packets_sent,br-e6ac0c9a60bf_packets_recv,vethc2e4129_bytes_sent,vethc2e4129_bytes_recv,vethc2e4129_packets_sent,vethc2e4129_packets_recv,vethf3e70a1_bytes_sent,vethf3e70a1_bytes_recv,vethf3e70a1_packets_sent,vethf3e70a1_packets_recv,vethe5e057b_bytes_sent,vethe5e057b_bytes_recv,vethe5e057b_packets_sent,vethe5e057b_packets_recv,veth5ac51d4_bytes_sent,veth5ac51d4_bytes_recv,veth5ac51d4_packets_sent,veth5ac51d4_packets_recv,veth26967c2_bytes_sent,veth26967c2_bytes_recv,veth26967c2_packets_sent,veth26967c2_packets_recv,vethdda59fb_bytes_sent,vethdda59fb_bytes_recv,vethdda59fb_packets_sent,vethdda59fb_packets_recv,veth13e81f4_bytes_sent,veth13e81f4_bytes_recv,veth13e81f4_packets_sent,veth13e81f4_packets_recv,vetha3f20d0_bytes_sent,vetha3f20d0_bytes_recv,vetha3f20d0_packets_sent,vetha3f20d0_packets_recv,veth88f56d4_bytes_sent,veth88f56d4_bytes_recv,veth88f56d4_packets_sent,veth88f56d4_packets_recv,
1648023719.0599601,0.0,0.0,0.0,0.0,16780898304,13622890496,18.8,2809479168,3658072064,1980776448,10137911296,26413,2971721,1163734016,32009131008,6486,3704733,18453319,18453319,139952,139952,132219914,1807921500,592004,1715680,0,0,0,0,80229770,95212189,669210,675242,17008779,0,77848,0,17012306,3812,77895,45,17017639,4946,77876,37,355552117,303084656,1209944,840164,18825425,14415,78061,224,17007307,0,77839,0,20470016,1216525,89442,12785,348130687,345737093,1289683,1257562,138118404,181934685,719848,949951,
1648023719.3175626,3.8,0.0,4.0,3.8,16780898304,13622632448,18.8,2809737216,3657814016,1980780544,10138009600,26413,2971721,1163734016,32009131008,6486,3704733,18453319,18453319,139952,139952,132219914,1807921500,592004,1715680,0,0,0,0,80229770,95212189,669210,675242,17009000,0,77849,0,17012527,3812,77896,45,17017860,4946,77877,37,355552338,303084656,1209945,840164,18825646,14415,78062,224,17007528,0,77840,0,20470237,1216525,89443,12785,348130908,345737093,1289684,1257562,138118625,181934685,719849,949951,
1648023719.5710213,0.0,3.8,0.0,0.0,16780898304,13622632448,18.8,2809737216,3657814016,1980780544,10138009600,26413,2971721,1163734016,32009131008,6486,3704733,18453319,18453319,139952,139952,132219914,1807921500,592004,1715680,0,0,0,0,80229770,95212189,669210,675242,17009209,0,77850,0,17012736,3812,77897,45,17018069,4946,77878,37,355552547,303084656,1209946,840164,18825855,14415,78063,224,17007737,0,77841,0,20470446,1216525,89444,12785,348131117,345737093,1289685,1257562,138118834,181934685,719850,949951,
1648023719.8243225,0.0,0.0,0.0,0.0,16780898304,13622632448,18.8,2809737216,3657814016,1980780544,10138034176,26413,2971721,1163734016,32009131008,6486,3704733,18453319,18453319,139952,139952,132219914,1807921500,592004,1715680,0,0,0,0,80229770,95212189,669210,675242,17009209,0,77850,0,17012736,3812,77897,45,17018069,4946,77878,37,355552547,303084656,1209946,840164,18825855,14415,78063,224,17007737,0,77841,0,20470446,1216525,89444,12785,348131117,345737093,1289685,1257562,138118834,181934685,719850,949951,
1648023720.077324,0.0,0.0,0.0,4.0,16780898304,13622632448,18.8,2809737216,3657814016,1980780544,10138058752,26413,2971721,1163734016,32009131008,6486,3704733,18453319,18453319,139952,139952,132219914,1807921500,592004,1715680,0,0,0,0,80229770,95212189,669210,675242,17009209,0,77850,0,17012736,3812,77897,45,17018069,4946,77878,37,355552547,303084656,1209946,840164,18825855,14415,78063,224,17007737,0,77841,0,20470446,1216525,89444,12785,348131117,345737093,1289685,1257562,138118834,181934685,719850,949951,
1648023720.3305178,3.8,0.0,0.0,0.0,16780898304,13622632448,18.8,2809737216,3657814016,1980780544,10138079232,26413,2971721,1163734016,32009131008,6486,3704733,18453319,18453319,139952,139952,132219914,1807921500,592004,1715680,0,0,0,0,80229770,95212189,669210,675242,17009209,0,77850,0,17012736,3812,77897,45,17018069,4946,77878,37,355552547,303084656,1209946,840164,18825855,14415,78063,224,17007737,0,77841,0,20470446,1216525,89444,12785,348131117,345737093,1289685,1257562,138118834,181934685,719850,949951,
1648023720.5838115,0.0,0.0,0.0,0.0,16780898304,13622632448,18.8,2809737216,3657814016,1980780544,10138079232,26413,2971721,1163734016,32009131008,6486,3704733,18453319,18453319,139952,139952,132219914,1807921500,592004,1715680,0,0,0,0,80229770,95212189,669210,675242,17009209,0,77850,0,17012736,3812,77897,45,17018069,4946,77878,37,355552547,303084656,1209946,840164,18825855,14415,78063,224,17007737,0,77841,0,20470446,1216525,89444,12785,348131117,345737093,1289685,1257562,138118834,181934685,719850,949951,
1648023720.8371634,0.0,0.0,3.8,0.0,16780898304,13622116352,18.8,2810253312,3657297920,1980780544,10138120192,26413,2971721,1163734016,32009131008,6486,3704733,18453319,18453319,139952,139952,132219914,1807921500,592004,1715680,0,0,0,0,80229770,95212189,669210,675242,17009418,0,77851,0,17012945,3812,77898,45,17018278,4946,77879,37,355552756,303084656,1209947,840164,18826064,14415,78064,224,17007946,0,77842,0,20470655,1216525,89445,12785,348131326,345737093,1289686,1257562,138119043,181934685,719851,949951,
1648023721.0908663,3.8,3.8,0.0,0.0,16780898304,13622116352,18.8,2810253312,3657297920,1980780544,10138120192,26413,2971721,1163734016,32009131008,6486,3704733,18453319,18453319,139952,139952,132219914,1807921500,592004,1715680,0,0,0,0,80229770,95212189,669210,675242,17009418,0,77851,0,17012945,3812,77898,45,17018278,4946,77879,37,355552756,303084656,1209947,840164,18826064,14415,78064,224,17007946,0,77842,0,20470655,1216525,89445,12785,348131326,345737093,1289686,1257562,138119043,181934685,719851,949951,
1648023721.3440695,0.0,3.8,0.0,0.0,16780898304,13622116352,18.8,2810253312,3657297920,1980780544,10138107904,26413,2971721,1163734016,32009131008,6486,3704733,18453319,18453319,139952,139952,132219914,1807921500,592004,1715680,0,0,0,0,80229770,95212189,669210,675242,17009418,0,77851,0,17012945,3812,77898,45,17018278,4946,77879,37,355552756,303084656,1209947,840164,18826064,14415,78064,224,17007946,0,77842,0,20470655,1216525,89445,12785,348131326,345737093,1289686,1257562,138119043,181934685,719851,949951,
