ts,cpu1,cpu2,cpu3,cpu4,total,available,percent,used,free,active,inactive,read_count,write_count,read_bytes,write_bytes,read_time,write_timelo_bytes_sent,lo_bytes_recv,lo_packets_sent,lo_packets_recv,ens3_bytes_sent,ens3_bytes_recv,ens3_packets_sent,ens3_packets_recv,docker0_bytes_sent,docker0_bytes_recv,docker0_packets_sent,docker0_packets_recv,br-e6ac0c9a60bf_bytes_sent,br-e6ac0c9a60bf_bytes_recv,br-e6ac0c9a60bf_packets_sent,br-e6ac0c9a60bf_packets_recv,vethc2e4129_bytes_sent,vethc2e4129_bytes_recv,vethc2e4129_packets_sent,vethc2e4129_packets_recv,vethf3e70a1_bytes_sent,vethf3e70a1_bytes_recv,vethf3e70a1_packets_sent,vethf3e70a1_packets_recv,vethe5e057b_bytes_sent,vethe5e057b_bytes_recv,vethe5e057b_packets_sent,vethe5e057b_packets_recv,veth5ac51d4_bytes_sent,veth5ac51d4_bytes_recv,veth5ac51d4_packets_sent,veth5ac51d4_packets_recv,veth26967c2_bytes_sent,veth26967c2_bytes_recv,veth26967c2_packets_sent,veth26967c2_packets_recv,vethdda59fb_bytes_sent,vethdda59fb_bytes_recv,vethdda59fb_packets_sent,vethdda59fb_packets_recv,veth13e81f4_bytes_sent,veth13e81f4_bytes_recv,veth13e81f4_packets_sent,veth13e81f4_packets_recv,veth0546c36_bytes_sent,veth0546c36_bytes_recv,veth0546c36_packets_sent,veth0546c36_packets_recv,veth5b4aac4_bytes_sent,veth5b4aac4_bytes_recv,veth5b4aac4_packets_sent,veth5b4aac4_packets_recv,
1648116367.0645282,30.8,18.2,37.5,46.2,16780898304,13482082304,19.7,2950209536,4011364352,2112610304,9664106496,38931,3723399,1335304192,39217378304,8982,4638614,20016697,20016697,148387,148387,529810764,1832550252,902345,1971075,0,0,0,0,121310353,149278549,1029909,1061412,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,609432125,517860845,2264510,1456831,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,177234421,178819464,645921,684460,91905710,125622453,475934,721558,
1648116367.3167071,21.7,26.9,65.4,22.7,16780898304,13481848832,19.7,2950463488,4010405888,2112630784,9664933888,38931,3723405,1335304192,39217460224,8982,4638618,20016697,20016697,148387,148387,529811886,1832552627,902362,1971092,0,0,0,0,121323736,149297757,1030041,1061554,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,609516698,517933355,2264807,1457023,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,177317249,178905656,646217,684763,91948927,125682182,476161,721893,
1648116367.5687814,37.0,32.0,63.0,30.8,16780898304,13481816064,19.7,2950455296,4009848832,2112638976,9665507328,38931,3723410,1335304192,39217505280,8982,4638621,20016697,20016697,148387,148387,529813272,1832555682,902383,1971113,0,0,0,0,121336970,149316576,1030166,1061700,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,609600751,518006872,2265112,1457225,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,177395969,178987605,646499,685052,91995157,125743348,476396,722245,
1648116367.8205123,33.3,41.7,21.7,56.0,16780898304,13479673856,19.7,2952638464,4007124992,2112659456,9667506176,38931,3723418,1335304192,39217591296,8982,4638626,20016697,20016697,148387,148387,529814394,1832558042,902400,1971130,0,0,0,0,121350497,149337050,1030298,1061855,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,609690776,518082286,2265415,1457424,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,177486001,179083519,646812,685413,92037817,125803854,476629,722557,
1648116368.0725117,32.0,17.4,37.5,50.0,16780898304,13480435712,19.7,2951856128,4007202816,2112675840,9667616768,38931,3723424,1335304192,39217685504,8982,4638631,20016697,20016697,148387,148387,529815690,1832560879,902420,1971151,0,0,0,0,121362898,149354916,1030416,1061994,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,609763826,518146898,2265662,1457601,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,177556805,179158659,647067,685688,92078648,125856198,476844,722843,
1648116368.3242636,20.0,32.0,60.9,28.0,16780898304,13479170048,19.7,2952937472,4005404672,2112684032,9669517312,38931,3723432,1335304192,39217767424,8982,4638636,20016697,20016697,148387,148387,529816944,1832563479,902439,1971169,0,0,0,0,121376547,149375546,1030547,1062152,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,609852430,518223284,2265963,1457807,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,177643358,179249619,647372,686013,92124334,125918888,477086,723187,
1648116368.57574,44.0,17.4,33.3,42.3,16780898304,13478793216,19.7,2953486336,4004413440,2112700416,9670172672,38931,3723437,1335304192,39217812480,8982,4638639,20016697,20016697,148387,148387,529818132,1832566113,902457,1971187,0,0,0,0,121387098,149390548,1030645,1062270,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,609921839,518284195,2266224,1457975,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,177706510,179315131,647592,686249,92164317,125971112,477287,723485,
1648116368.827661,36.4,24.0,50.0,18.2,16780898304,13478969344,19.7,2953338880,4003831808,2112724992,9670979584,38931,3723446,1335304192,39217939456,8982,4638645,20016697,20016697,148387,148387,529819188,1832568337,902473,1971203,0,0,0,0,121399365,149409269,1030764,1062414,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,610002767,518352577,2266493,1458156,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,177786845,179400042,647872,686548,92202831,126026066,477497,723789,
1648116369.0803404,77.8,25.0,20.0,23.1,16780898304,13477605376,19.7,2954698752,4001951744,2112733184,9672966144,38931,3723451,1335304192,39217988608,8982,4638648,20016697,20016697,148387,148387,529820508,1832571259,902493,1971223,0,0,0,0,121411963,149427028,1030883,1062551,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,610080592,518421370,2266786,1458347,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,177857818,179474915,648129,686819,92247908,126083354,477725,724123,
1648116369.3317997,57.7,30.8,13.0,30.8,16780898304,13477486592,19.7,2954825728,4001333248,2112753664,9673592832,38931,3723460,1335304192,39218107392,8982,4638655,20016697,20016697,148387,148387,529821564,1832573491,902509,1971239,0,0,0,0,121425414,149447451,1031015,1062705,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,610163801,518492851,2267039,1458535,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,177944871,179565546,648441,687139,92288029,126140753,477943,724420,
1648116369.583629,41.7,34.8,33.3,43.5,16780898304,13475577856,19.7,2956709888,3998953472,2112757760,9675243520,38931,3723465,1335304192,39218152448,8982,4638658,20016697,20016697,148387,148387,529822950,1832576539,902530,1971260,0,0,0,0,121437465,149464519,1031127,1062840,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,610241827,518562242,2267328,1458729,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,178014998,179639164,648689,687402,92333500,126198275,478171,724751,
1648116369.835501,40.0,21.7,52.2,23.1,16780898304,13475782656,19.7,2956550144,3998380032,2112782336,9676275712,38931,3723473,1335304192,39218234368,8982,4638663,20016697,20016697,148387,148387,529823940,1832578624,902545,1971275,0,0,0,0,121449777,149483137,1031248,1062982,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,610319214,518627598,2267585,1458901,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,178093717,179721462,648971,687696,92370709,126252230,478373,725047,
1648116370.0877461,60.0,46.2,33.3,33.3,16780898304,13472485376,19.7,2959810560,3994468352,2112790528,9680601088,38931,3723478,1335304192,39218287616,8982,4638666,20016697,20016697,148387,148387,529825510,1832581746,902568,1971298,0,0,0,0,121461994,149499996,1031364,1063113,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,610396036,518693178,2267878,1459083,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,178164436,179795607,649228,687967,92411941,126307754,478584,725370,
1648116370.3398602,36.0,68.0,34.6,33.3,16780898304,13470392320,19.7,2961907712,3991797760,2112806912,9682665472,38931,3723487,1335304192,39218414592,8982,4638673,20016697,20016697,148387,148387,529826500,1832583824,902583,1971313,0,0,0,0,121474233,149518511,1031484,1063253,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,610476014,518760714,2268163,1459261,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,178243019,179879094,649508,688279,92451323,126362910,478792,725673,
1648116370.5918882,24.0,66.7,26.9,26.9,16780898304,13470437376,19.7,2961866752,3991240704,2112823296,9683329024,38931,3723492,1335304192,39218459648,8982,4638676,20016697,20016697,148387,148387,529827886,1832586863,902604,1971334,0,0,0,0,121487451,149537226,1031609,1063397,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,610559929,518834599,2268460,1459465,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,178321712,179961117,649790,688569,92498111,126423911,479032,726017,
1648116370.8446078,45.8,42.3,25.0,28.0,16780898304,13468962816,19.7,2963357696,3989049344,2112839680,9685491712,38931,3723500,1335304192,39218545664,8982,4638682,20016697,20016697,148387,148387,529828942,1832589085,902620,1971350,0,0,0,0,121499425,149554628,1031726,1063527,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,610635250,518899158,2268717,1459637,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,178395937,180039635,650052,688856,92536386,126475903,479236,726294,
1648116371.0971963,40.0,12.5,22.7,45.5,16780898304,13468540928,19.7,2963726336,3988135936,2112856064,9686024192,38931,3723506,1335304192,39218627584,8982,4638685,20016697,20016697,148387,148387,529830196,1832591849,902639,1971369,0,0,0,0,121511587,149572600,1031840,1063668,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,610716175,518970858,2269015,1459831,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,178473489,180119570,650320,689157,92580606,126534749,479464,726620,
1648116371.3495488,25.0,22.2,24.0,56.0,16780898304,13468782592,19.7,2963484672,3987726336,2112872448,9686740992,38931,3723512,1335304192,39218709504,8982,4638690,20016697,20016697,148387,148387,529831318,1832594213,902656,1971386,0,0,0,0,121524695,149592069,1031968,1063815,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,610795322,519036768,2269263,1460007,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,178552618,180205272,650605,689460,92618946,126588172,479675,726904,
1648116371.6032279,33.3,21.7,34.6,70.8,16780898304,13467459584,19.7,2964840448,3985911808,2112880640,9688670208,38931,3723519,1335304192,39218758656,8982,4638694,20016697,20016697,148387,148387,529832506,1832596990,902674,1971405,0,0,0,0,121536222,149607975,1032077,1063939,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,610868447,519100831,2269539,1460185,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,178619163,180274674,650846,689709,92660592,126642138,479887,727221,
1648116371.8553753,28.0,13.0,20.8,69.2,16780898304,13466619904,19.8,2965647360,3984433152,2112888832,9689354240,38931,3723524,1335304192,39218816000,8982,4638696,20016697,20016697,148387,148387,529833562,1832599202,902690,1971421,0,0,0,0,121549296,149627285,1032206,1064083,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,610950558,519169522,2269821,1460365,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,178701554,180360988,651136,690014,92699739,126699100,480100,727537,
1648116372.107775,45.8,20.0,28.0,28.0,16780898304,13465669632,19.8,2966593536,3982999552,2112897024,9690853376,38931,3723533,1335304192,39218967552,8982,4638702,20016697,20016697,148387,148387,529834816,1832601821,902709,1971439,0,0,0,0,121559964,149642340,1032306,1064202,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,611024562,519233651,2270110,1460544,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,178766900,180428983,651362,690253,92740859,126753722,480308,727861,
1648116372.360581,30.8,59.3,32.0,26.9,16780898304,13465305088,19.8,2966949888,3981926400,2112921600,9691996160,38931,3723539,1335304192,39219049472,8982,4638708,20016697,20016697,148387,148387,529835872,1832604045,902725,1971455,0,0,0,0,121572852,149661861,1032432,1064350,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,611103138,519300572,2270374,1460721,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,178846296,180512342,651652,690552,92779926,126808897,480516,728168,
1648116372.6137767,13.6,60.0,28.0,33.3,16780898304,13465108480,19.8,2967158784,3981135872,2112929792,9692688384,38931,3723547,1335304192,39219135488,8982,4638713,20016697,20016697,148387,148387,529837126,1832606813,902744,1971474,0,0,0,0,121584172,149677866,1032538,1064476,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,611176823,519365353,2270654,1460903,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,178912486,180581731,651888,690801,92822207,126863332,480731,728488,
1648116372.8669388,37.5,29.2,30.4,72.0,16780898304,13463576576,19.8,2968723456,3979141120,2112946176,9694572544,38931,3723553,1335304192,39219217408,8982,4638718,20016697,20016697,148387,148387,529838314,1832609318,902762,1971492,0,0,0,0,121598611,149699186,1032680,1064636,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,611266250,519441438,2270947,1461103,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,179004815,180676853,652214,691139,92865975,126926770,480969,728825,
1648116373.1192486,47.8,16.7,41.4,53.8,16780898304,13463371776,19.8,2968879104,3978264576,2112962560,9695285248,38931,3723561,1335304192,39219307520,8982,4638724,20016697,20016697,148387,148387,529839502,1832612050,902780,1971510,0,0,0,0,121610079,149714936,1032788,1064757,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,611340341,519506770,2271230,1461285,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,179070106,180746849,652454,691397,92908765,126979590,481183,729135,
1648116373.3721752,41.7,34.6,30.8,48.0,16780898304,13463261184,19.8,2969034752,3977465856,2112974848,9696047104,38931,3723566,1335304192,39219352576,8982,4638727,20016697,20016697,148387,148387,529840492,1832614144,902795,1971525,0,0,0,0,121622109,149732184,1032907,1064884,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,611413906,519570303,2271468,1461449,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,179147686,180824920,652722,691670,92943858,127031220,481374,729403,
1648116373.624949,24.0,51.9,29.2,64.0,16780898304,13461962752,19.8,2970337280,3975626752,2112983040,9698000896,38931,3723574,1335304192,39219442688,8982,4638732,20016697,20016697,148387,148387,529841680,1832616794,902813,1971543,0,0,0,0,121634116,149748782,1033022,1065010,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,611487977,519633651,2271734,1461627,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,179214767,180897517,652968,691925,92984778,127083702,481586,729705,
1648116373.8768163,24.0,28.0,25.0,68.0,16780898304,13461508096,19.8,2970820608,3974856704,2113003520,9698369536,38931,3723580,1335304192,39219524608,8982,4638737,20016697,20016697,148387,148387,529842670,1832618888,902828,1971558,0,0,0,0,121646899,149767137,1033150,1065147,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,611564351,519698645,2271979,1461797,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,179293716,180979680,653253,692217,93021832,127136412,481789,729985,
1648116374.134013,32.0,62.5,44.4,37.0,16780898304,13460213760,19.8,2972119040,3972820992,2113019904,9700302848,38931,3723588,1335304192,39219610624,8982,4638742,20016697,20016697,148387,148387,529843990,1832621954,902848,1971579,0,0,0,0,121658188,149782035,1033255,1065263,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,611634598,519762273,2272239,1461977,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,179355916,181044716,653476,692450,93065146,127188742,482007,730284,
1648116374.3861265,48.0,44.0,66.7,21.7,16780898304,13459316736,19.8,2972958720,3971440640,2113044480,9701355520,38931,3723594,1335304192,39219704832,8982,4638746,20016697,20016697,148387,148387,529845296,1832624640,902867,1971599,0,0,0,0,121673482,149805428,1033405,1065440,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,611730112,519842852,2272543,1462187,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,179454760,181148493,653823,692819,93110027,127254202,482254,730630,
1648116374.6477506,40.0,30.8,26.9,73.1,16780898304,13459308544,19.8,2973028352,3970625536,2113056768,9702330368,38931,3723601,1335304192,39219753984,8982,4638751,20016697,20016697,148387,148387,529846550,1832627281,902886,1971617,0,0,0,0,121684436,149820220,1033509,1065554,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,611801831,519905277,2272829,1462364,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,179516670,181213247,654042,693048,93152026,127307450,482462,730947,
1648116374.9003344,76.0,30.4,42.3,23.1,16780898304,13458128896,19.8,2974208000,3968811008,2113064960,9704374272,38931,3723606,1335304192,39219803136,8982,4638754,20016697,20016697,148387,148387,529847738,1832629782,902904,1971635,0,0,0,0,121698382,149840540,1033646,1065706,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,611887283,519978868,2273108,1462557,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,179603704,181304077,654354,693371,93194381,127367093,482694,731270,
1648116375.1536195,55.6,37.5,66.7,44.4,16780898304,13457813504,19.8,2974457856,3967987712,2113073152,9704910848,38931,3723614,1335304192,39219905536,8982,4638759,20016697,20016697,148387,148387,529849124,1832632952,902925,1971657,0,0,0,0,121712207,149859053,1033779,1065846,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,611973889,520054697,2273407,1462764,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,179686086,181388828,654647,693663,93241454,127429136,482937,731612,
1648116375.4060106,44.0,30.8,56.0,30.4,16780898304,13456318464,19.8,2975973376,3965698048,2113097728,9707143168,38931,3723620,1335304192,39219991552,8982,4638763,20016697,20016697,148387,148387,529850180,1832635027,902941,1971672,0,0,0,0,121725666,149879006,1033915,1065991,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,612055440,520123872,2273677,1462947,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,179769576,181476331,654953,693975,93280960,127485529,483151,731916,
1648116375.6574523,42.9,21.7,59.3,28.0,16780898304,13456478208,19.8,2975793152,3965366272,2113105920,9707737088,38931,3723628,1335304192,39220081664,8982,4638768,20016697,20016697,148387,148387,529851500,1832637952,902961,1971692,0,0,0,0,121738174,149895440,1034035,1066125,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,612134175,520193265,2273977,1463141,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,179843483,181549455,655221,694239,93326376,127546872,483379,732268,
1648116375.9089363,28.0,29.6,12.5,36.4,16780898304,13456121856,19.8,2976169984,3964416000,2113122304,9708408832,38931,3723633,1335304192,39220126720,8982,4638771,20016697,20016697,148387,148387,529852292,1832639758,902973,1971705,0,0,0,0,121748797,149912087,1034138,1066252,26158979,0,119553,0,26162436,3812,119599,45,26921288,1275642,125566,4899,612196943,520245897,2274173,1463277,27975555,14415,119765,224,26157532,0,119544,0,32295411,5096087,143836,25345,179907289,181619482,655455,694489,93355040,127587253,483536,732493,
1648116376.1657715,44.4,37.0,41.7,40.0,16780898304,13454745600,19.8,2977554432,3962503168,2113130496,9710370816,38931,3723641,1335304192,39220225024,8982,4638776,20016938,20016938,148388,148388,529854159,1832642985,902996,1971727,0,0,0,0,121761871,149930057,1034259,1066393,26159665,0,119556,0,26163122,3812,119602,45,26921974,1275642,125569,4899,612279719,520318985,2274477,1463481,27976241,14415,119768,224,26158218,0,119547,0,32296097,5096087,143839,25345,179982217,181697530,655720,694769,93403231,127647301,483778,732833,
1648116376.4172494,25.0,22.7,26.9,60.0,16780898304,13453991936,19.8,2978316288,3961044992,2113146880,9711157248,38931,3723646,1335304192,39220278272,8982,4638779,20016938,20016938,148388,148388,529855347,1832645500,903014,1971745,0,0,0,0,121775369,149950739,1034389,1066552,26159886,0,119557,0,26163343,3812,119603,45,26922195,1275642,125570,4899,612364379,520391373,2274745,1463671,27976462,14415,119769,224,26158439,0,119548,0,32296318,5096087,143840,25345,180069100,181788622,656027,695096,93445055,127705935,484005,733144,
1648116376.6687014,68.0,34.6,19.0,24.0,16780898304,13453508608,19.8,2978811904,3960135680,2113163264,9712234496,38931,3723652,1335304192,39220360192,8982,4638783,20016938,20016938,148388,148388,529856337,1832647948,903029,1971761,0,0,0,0,121785613,149964475,1034486,1066657,26160107,0,119558,0,26163564,3812,119604,45,26922416,1275642,125571,4899,612428716,520448404,2274982,1463831,27976683,14415,119770,224,26158660,0,119549,0,32296539,5096087,143841,25345,180127408,181849014,656237,695309,93482547,127752948,484193,733411,
1648116376.9212291,31.8,70.4,37.5,40.0,16780898304,13452623872,19.8,2979655680,3958525952,2113179648,9713721344,38931,3723660,1335304192,39220458496,8982,4638789,20016938,20016938,148388,148388,529857591,1832650451,903048,1971779,0,0,0,0,121800116,149985802,1034629,1066817,26160537,0,119560,0,26163994,3812,119606,45,26922846,1275642,125573,4899,612520203,520524851,2275298,1464033,27977113,14415,119772,224,26159090,0,119551,0,32296969,5096087,143843,25345,180220766,181944679,656574,695655,93526915,127817823,484432,733766,
1648116377.1727817,50.0,29.2,52.2,28.0,16780898304,13452500992,19.8,2979790848,3957899264,2113191936,9714327552,38931,3723791,1335304192,39290586112,8982,4643434,20016938,20016938,148388,148388,529858713,1832653124,903065,1971796,0,0,0,0,121811775,150001396,1034740,1066935,26160537,0,119560,0,26163994,3812,119606,45,26922846,1275642,125573,4899,612593347,520589459,2275570,1464211,27977113,14415,119772,224,26159090,0,119551,0,32296969,5096087,143843,25345,180285762,182014519,656810,695911,93568818,127869005,484640,734055,
1648116377.4248827,40.0,29.2,76.0,36.0,16780898304,13451038720,19.8,2981261312,3955761152,2113216512,9716416512,38931,3723800,1335304192,39290704896,8982,4643440,20016938,20016938,148388,148388,529860033,1832655918,903085,1971816,0,0,0,0,121827059,150022826,1034892,1067097,26160537,0,119560,0,26163994,3812,119606,45,26922846,1275642,125573,4899,612684207,520668866,2275867,1464421,27977113,14415,119772,224,26159090,0,119551,0,32296969,5096087,143843,25345,180380574,182111194,657147,696265,93614557,127932748,484891,734386,
1648116377.6766348,52.2,18.2,45.5,30.8,16780898304,13450985472,19.8,2981322752,3955085312,2113232896,9717084160,38931,3723805,1335304192,39290749952,8982,4643443,20016938,20016938,148388,148388,529861287,1832658697,903104,1971835,0,0,0,0,121840028,150040382,1035018,1067230,26160537,0,119560,0,26163994,3812,119606,45,26922846,1275642,125573,4899,612764722,520737536,2276165,1464615,27977113,14415,119772,224,26159090,0,119551,0,32296969,5096087,143843,25345,180453824,182188645,657420,696543,93659726,127991860,485125,734725,
1648116377.9355052,75.0,24.0,34.6,16.7,16780898304,13449453568,19.9,2982801408,3952939008,2113241088,9719037952,38931,3723813,1335304192,39290856448,8982,4643448,20016938,20016938,148388,148388,529862277,1832660789,903119,1971850,0,0,0,0,121852875,150058428,1035147,1067361,26160537,0,119560,0,26163994,3812,119606,45,26922846,1275642,125573,4899,612841958,520802530,2276427,1464785,27977113,14415,119772,224,26159090,0,119551,0,32296969,5096087,143843,25345,180531074,182271117,657698,696840,93696406,128042743,485324,735000,
1648116378.1882815,59.1,34.6,32.0,21.7,16780898304,13449449472,19.9,2982862848,3952406528,2113257472,9719775232,38931,3723818,1335304192,39290901504,8982,4643451,20016938,20016938,148388,148388,529863333,1832663232,903135,1971866,0,0,0,0,121863180,150072108,1035245,1067465,26160746,0,119561,0,26164203,3812,119607,45,26923055,1275642,125574,4899,612907911,520862344,2276677,1464949,27977322,14415,119773,224,26159299,0,119552,0,32297178,5096087,143844,25345,180593141,182332486,657920,697060,93735216,128092594,485520,735287,
1648116378.4408147,40.9,58.3,29.2,32.0,16780898304,13449363456,19.9,2982903808,3951722496,2113273856,9720496128,38931,3723824,1335304192,39290983424,8982,4643456,20016938,20016938,148388,148388,529864389,1832665473,903151,1971882,0,0,0,0,121876019,150091575,1035370,1067612,26160746,0,119561,0,26164203,3812,119607,45,26923055,1275642,125574,4899,612989865,520930192,2276929,1465128,27977322,14415,119773,224,26159299,0,119552,0,32297178,5096087,143844,25345,180675355,182420942,658207,697366,93773279,128147207,485728,735571,
1648116378.6928694,28.0,68.0,21.7,40.7,16780898304,13447970816,19.9,2984329216,3949867008,2113282048,9722073088,38931,3723831,1335304192,39291032576,8982,4643460,20016938,20016938,148388,148388,529865643,1832668391,903170,1971902,0,0,0,0,121887881,150107217,1035484,1067731,26160746,0,119561,0,26164203,3812,119607,45,26923055,1275642,125574,4899,613058223,520991046,2277179,1465299,27977322,14415,119773,224,26159299,0,119552,0,32297178,5096087,143844,25345,180738280,182486954,658438,697603,93813439,128197230,485933,735854,
1648116378.9444814,37.5,25.0,21.7,57.7,16780898304,13447921664,19.9,2984382464,3949092864,2113290240,9723179008,38931,3723836,1335304192,39291094016,8982,4643463,20016938,20016938,148388,148388,529866765,1832670614,903187,1971918,0,0,0,0,121900807,150125523,1035613,1067867,26160746,0,119561,0,26164203,3812,119607,45,26923055,1275642,125574,4899,613137697,521059302,2277449,1465481,27977322,14415,119773,224,26159299,0,119552,0,32297178,5096087,143844,25345,180817473,182568988,658727,697893,93853964,128253416,486150,736165,
1648116379.1970127,29.2,44.0,63.0,29.2,16780898304,13447753728,19.9,2984538112,3948486656,2113298432,9723670528,38931,3723844,1335304192,39291188224,8982,4643469,20016938,20016938,148388,148388,529868019,1832673381,903206,1971937,0,0,0,0,121913143,150142124,1035732,1067993,26160746,0,119561,0,26164203,3812,119607,45,26923055,1275642,125574,4899,613213566,521126700,2277720,1465667,27977322,14415,119773,224,26159299,0,119552,0,32297178,5096087,143844,25345,180887996,182642211,658981,698150,93897199,128308451,486369,736473,
1648116379.448866,25.0,50.0,24.0,25.0,16780898304,13446328320,19.9,2985975808,3946520576,2113314816,9725591552,38931,3723849,1335304192,39291237376,8982,4643472,20016938,20016938,148388,148388,529868613,1832674649,903215,1971946,0,0,0,0,121921752,150154438,1035819,1068082,26160746,0,119561,0,26164203,3812,119607,45,26923055,1275642,125574,4899,613265707,521170479,2277894,1465777,27977322,14415,119773,224,26159299,0,119552,0,32297178,5096087,143844,25345,180945429,182699732,659183,698362,93919988,128344465,486501,736661,
1648116379.7015064,23.1,29.2,47.8,23.1,16780898304,13445787648,19.9,2986504192,3945648128,2113327104,9726033920,38931,3723856,1335304192,39291286528,8982,4643476,20016938,20016938,148388,148388,529869339,1832676340,903226,1971957,0,0,0,0,121928196,150163344,1035878,1068151,26160746,0,119561,0,26164203,3812,119607,45,26923055,1275642,125574,4899,613309897,521209193,2278081,1465893,27977322,14415,119773,224,26159299,0,119552,0,32297178,5096087,143844,25345,180984868,182739578,659330,698514,93945813,128378787,486630,736866,
