ts,cpu1,cpu2,cpu3,cpu4,total,available,percent,used,free,active,inactive,read_count,write_count,read_bytes,write_bytes,read_time,write_timelo_bytes_sent,lo_bytes_recv,lo_packets_sent,lo_packets_recv,ens3_bytes_sent,ens3_bytes_recv,ens3_packets_sent,ens3_packets_recv,docker0_bytes_sent,docker0_bytes_recv,docker0_packets_sent,docker0_packets_recv,br-e6ac0c9a60bf_bytes_sent,br-e6ac0c9a60bf_bytes_recv,br-e6ac0c9a60bf_packets_sent,br-e6ac0c9a60bf_packets_recv,vethc2e4129_bytes_sent,vethc2e4129_bytes_recv,vethc2e4129_packets_sent,vethc2e4129_packets_recv,vethf3e70a1_bytes_sent,vethf3e70a1_bytes_recv,vethf3e70a1_packets_sent,vethf3e70a1_packets_recv,vethe5e057b_bytes_sent,vethe5e057b_bytes_recv,vethe5e057b_packets_sent,vethe5e057b_packets_recv,veth5ac51d4_bytes_sent,veth5ac51d4_bytes_recv,veth5ac51d4_packets_sent,veth5ac51d4_packets_recv,veth26967c2_bytes_sent,veth26967c2_bytes_recv,veth26967c2_packets_sent,veth26967c2_packets_recv,vethdda59fb_bytes_sent,vethdda59fb_bytes_recv,vethdda59fb_packets_sent,vethdda59fb_packets_recv,veth13e81f4_bytes_sent,veth13e81f4_bytes_recv,veth13e81f4_packets_sent,veth13e81f4_packets_recv,veth0546c36_bytes_sent,veth0546c36_bytes_recv,veth0546c36_packets_sent,veth0546c36_packets_recv,veth5b4aac4_bytes_sent,veth5b4aac4_bytes_recv,veth5b4aac4_packets_sent,veth5b4aac4_packets_recv,
1648116294.287769,73.1,41.7,34.6,40.0,16780898304,13545377792,19.3,2886864896,4240138240,2108489728,9448108032,38931,3720703,1335304192,39055840256,8982,4613461,20015561,20015561,148381,148381,529480974,1831847592,897404,1966139,0,0,0,0,117838830,144293676,996319,1023419,26151075,0,119517,0,26154532,3812,119563,45,26913384,1275642,125530,4899,587592305,499026789,2187958,1405871,27967651,14415,119729,224,26149628,0,119508,0,32286937,5095463,143791,25335,156148817,156740513,570477,605247,80442095,110123027,415826,635325,
1648116294.5398402,41.7,52.0,21.7,25.0,16780898304,13545672704,19.3,2886656000,4239523840,2108514304,9449005056,38931,3720708,1335304192,39055885312,8982,4613465,20015561,20015561,148381,148381,529482096,1831849881,897421,1966156,0,0,0,0,117850396,144310223,996432,1023544,26151075,0,119517,0,26154532,3812,119563,45,26913384,1275642,125530,4899,587665503,499090000,2188215,1406043,27967651,14415,119729,224,26149628,0,119508,0,32286937,5095463,143791,25335,156219039,156813654,570728,605503,80480499,110175230,416027,635618,
1648116294.7924483,39.1,43.5,53.6,32.0,16780898304,13546147840,19.3,2886127616,4239364096,2108534784,9449676800,38931,3720761,1335304192,39056217088,8982,4613640,20015561,20015561,148381,148381,529483350,1831852585,897440,1966175,0,0,0,0,117864757,144330699,996573,1023699,26151075,0,119517,0,26154532,3812,119563,45,26913384,1275642,125530,4899,587753254,499165668,2188510,1406245,27967651,14415,119729,224,26149628,0,119508,0,32286937,5095463,143791,25335,156306116,156904424,571042,605825,80525583,110236989,416266,635956,
1648116295.044621,25.0,36.0,56.0,26.1,16780898304,13545795584,19.3,2886541312,4238524416,2108534784,9450201088,38931,3720766,1335304192,39056262144,8982,4613643,20015561,20015561,148381,148381,529484538,1831855010,897458,1966193,0,0,0,0,117876341,144347557,996685,1023830,26151075,0,119517,0,26154532,3812,119563,45,26913384,1275642,125530,4899,587826145,499228879,2188762,1406417,27967651,14415,119729,224,26149628,0,119508,0,32286937,5095463,143791,25335,156376213,156978100,571291,606089,80564343,110289024,416471,636246,
1648116295.304551,24.0,66.7,28.0,36.0,16780898304,13545947136,19.3,2886344704,4237942784,2108555264,9450983424,38931,3720775,1335304192,39056389120,8982,4613650,20015561,20015561,148381,148381,529485858,1831857928,897478,1966213,0,0,0,0,117892463,144370894,996843,1024006,26151075,0,119517,0,26154532,3812,119563,45,26913384,1275642,125530,4899,587928137,499316000,2189120,1406651,27967651,14415,119729,224,26149628,0,119508,0,32286937,5095463,143791,25335,156475859,157081631,571652,606454,80616080,110361360,416742,636654,
1648116295.556529,32.0,57.7,17.4,24.0,16780898304,13545107456,19.3,2887188480,4236460032,2108579840,9452363776,38931,3720780,1335304192,39056434176,8982,4613653,20015561,20015561,148381,148381,529486980,1831860355,897495,1966231,0,0,0,0,117903626,144386641,996951,1024127,26151075,0,119517,0,26154532,3812,119563,45,26913384,1275642,125530,4899,587999006,499376783,2189384,1406817,27967651,14415,119729,224,26149628,0,119508,0,32286937,5095463,143791,25335,156542010,157150810,571889,606700,80654002,110412618,416940,636954,
1648116295.8090084,44.0,45.5,56.0,37.5,16780898304,13545140224,19.3,2887335936,4235980800,2108588032,9452986368,38931,3720788,1335304192,39056540672,8982,4613658,20015802,20015802,148382,148382,529488649,1831863169,897515,1966250,0,0,0,0,117917223,144406269,997079,1024277,26151761,0,119520,0,26155218,3812,119566,45,26914070,1275642,125533,4899,588085690,499449478,2189698,1407013,27968337,14415,119732,224,26150314,0,119511,0,32287623,5095463,143794,25335,156625287,157238076,572186,607019,80698097,110473502,417172,637297,
1648116296.0605006,13.6,42.3,48.0,23.1,16780898304,13545066496,19.3,2887192576,4235362304,2108604416,9453531136,38931,3720794,1335304192,39056618496,8982,4613662,20015802,20015802,148382,148382,529489705,1831865326,897531,1966266,0,0,0,0,117927599,144421009,997180,1024390,26151982,0,119521,0,26155439,3812,119567,45,26914291,1275642,125534,4899,588151282,499506630,2189926,1407170,27968558,14415,119733,224,26150535,0,119512,0,32287844,5095463,143795,25335,156687578,157302824,572410,607248,80733767,110520199,417357,637557,
1648116296.3215847,28.0,62.5,44.4,33.3,16780898304,13544402944,19.3,2887897088,4234039296,2108616704,9454133248,38931,3720802,1335304192,39056716800,8982,4613675,20015802,20015802,148382,148382,529490803,1831867668,897548,1966283,0,0,0,0,117940004,144439574,997300,1024531,26152424,0,119523,0,26155881,3812,119569,45,26914733,1275642,125536,4899,588229962,499574838,2190183,1407351,27969000,14415,119735,224,26150977,0,119514,0,32288286,5095463,143797,25335,156766470,157384995,572691,607540,80774493,110574926,417571,637851,
1648116296.5745418,28.0,13.6,62.5,25.0,16780898304,13543976960,19.3,2888302592,4233105408,2108633088,9455280128,38931,3720807,1335304192,39056765952,8982,4613678,20015802,20015802,148382,148382,529491859,1831869826,897564,1966299,0,0,0,0,117950117,144454626,997397,1024650,26152633,0,119524,0,26156090,3812,119570,45,26914942,1275642,125537,4899,588294578,499630293,2190411,1407501,27969209,14415,119736,224,26151186,0,119515,0,32288495,5095463,143798,25335,156828420,157450205,572910,607776,80808587,110620899,417751,638111,
1648116296.827376,20.0,46.4,43.5,21.7,16780898304,13543878656,19.3,2888409088,4232331264,2108645376,9455964160,38931,3720815,1335304192,39056856064,8982,4613685,20015802,20015802,148382,148382,529493047,1831872397,897582,1966317,0,0,0,0,117963512,144474408,997527,1024803,26152633,0,119524,0,26156090,3812,119570,45,26914942,1275642,125537,4899,588379518,499704257,2190699,1407701,27969209,14415,119736,224,26151186,0,119515,0,32288495,5095463,143798,25335,156911616,157536479,573213,608080,80852880,110681619,417978,638448,
1648116297.0804327,28.0,44.0,26.9,32.1,16780898304,13542555648,19.3,2889760768,4230524928,2108669952,9457545216,38931,3720821,1335304192,39056933888,8982,4613690,20015802,20015802,148382,148382,529494103,1831874549,897598,1966333,0,0,0,0,117972847,144488090,997617,1024907,26152633,0,119524,0,26156090,3812,119570,45,26914942,1275642,125537,4899,588440854,499756739,2190922,1407845,27969209,14415,119736,224,26151186,0,119515,0,32288495,5095463,143798,25335,156969317,157596335,573420,608285,80884912,110726153,418143,638708,
1648116297.3332856,52.0,25.0,32.0,38.5,16780898304,13542301696,19.3,2889961472,4229750784,2108678144,9458151424,38931,3720829,1335304192,39057019904,8982,4613695,20015802,20015802,148382,148382,529495159,1831876842,897614,1966349,0,0,0,0,117985598,144506866,997740,1025052,26152633,0,119524,0,26156090,3812,119570,45,26914942,1275642,125537,4899,588521219,499826282,2191198,1408031,27969209,14415,119736,224,26151186,0,119515,0,32288495,5095463,143798,25335,157048311,157678773,573705,608581,80926528,110783202,418360,639026,
1648116297.5863276,44.0,25.9,33.3,12.5,16780898304,13542158336,19.3,2890125312,4229267456,2108686336,9458503680,38931,3720834,1335304192,39057069056,8982,4613698,20015802,20015802,148382,148382,529495951,1831878460,897626,1966361,0,0,0,0,117992387,144516517,997806,1025124,26152842,0,119525,0,26156299,3812,119571,45,26915151,1275642,125538,4899,588568291,499865305,2191390,1408140,27969418,14415,119737,224,26151395,0,119516,0,32288704,5095463,143799,25335,157090967,157722780,573855,608742,80951542,110818157,418490,639231,
1648116297.839152,55.6,20.8,40.0,61.5,16780898304,13540724736,19.3,2891583488,4227137536,2108702720,9460514816,38931,3720842,1335304192,39057167360,8982,4613704,20015802,20015802,148382,148382,529497271,1831881295,897646,1966381,0,0,0,0,118007467,144538260,997952,1025292,26152842,0,119525,0,26156299,3812,119571,45,26915151,1275642,125538,4899,588661446,499946235,2191714,1408357,27969418,14415,119737,224,26151395,0,119516,0,32288704,5095463,143799,25335,157180878,157817687,574180,609081,81000239,110883098,418743,639599,
1648116298.0911784,60.0,26.1,36.0,24.0,16780898304,13541007360,19.3,2891321344,4226912256,2108719104,9461125120,38931,3720847,1335304192,39057212416,8982,4613707,20015802,20015802,148382,148382,529498195,1831883178,897660,1966395,0,0,0,0,118017118,144551990,998047,1025397,26152842,0,119525,0,26156299,3812,119571,45,26915151,1275642,125538,4899,588721836,499997086,2191934,1408495,27969418,14415,119737,224,26151395,0,119516,0,32288704,5095463,143799,25335,157238864,157879255,574389,609312,81030937,110925302,418909,639835,
1648116298.3441343,29.2,69.2,33.3,41.7,16780898304,13540827136,19.3,2891415552,4226256896,2108731392,9461633024,38931,3720854,1335304192,39057298432,8982,4613711,20015802,20015802,148382,148382,529499383,1831885750,897678,1966413,0,0,0,0,118030091,144570298,998173,1025533,26152842,0,119525,0,26156299,3812,119571,45,26915151,1275642,125538,4899,588803745,500067057,2192226,1408684,27969418,14415,119737,224,26151395,0,119516,0,32288704,5095463,143799,25335,157317451,157961693,574670,609608,81073420,110983111,419133,640157,
1648116298.5977833,50.0,42.3,32.0,34.8,16780898304,13539319808,19.3,2892972032,4224106496,2108743680,9463697408,38931,3720860,1335304192,39057343488,8982,4613716,20015802,20015802,148382,148382,529500457,1831887855,897695,1966430,0,0,0,0,118040684,144585997,998277,1025654,26152842,0,119525,0,26156299,3812,119571,45,26915151,1275642,125538,4899,588872061,500126143,2192466,1408843,27969418,14415,119737,224,26151395,0,119516,0,32288788,5095547,143801,25337,157383387,158031202,574904,609859,81109123,111031271,419320,640425,
1648116298.8505533,40.9,21.7,54.2,33.3,16780898304,13538914304,19.3,2893369344,4223332352,2108751872,9464115200,38931,3720865,1335304192,39057388544,8982,4613719,20015802,20015802,148382,148382,529501513,1831890237,897711,1966446,0,0,0,0,118052686,144603607,998392,1025788,26152842,0,119525,0,26156299,3812,119571,45,26915151,1275642,125538,4899,588948695,500192713,2192728,1409023,27969418,14415,119737,224,26151395,0,119516,0,32288788,5095547,143801,25337,157457697,158109140,575168,610137,81149575,111085643,419532,640724,
1648116299.103837,37.0,45.8,30.8,33.3,16780898304,13539147776,19.3,2893148160,4222816256,2108768256,9464963072,38931,3720874,1335304192,39057515520,8982,4613726,20015802,20015802,148382,148382,529502569,1831892393,897727,1966462,0,0,0,0,118063748,144619145,998501,1025905,26152842,0,119525,0,26156299,3812,119571,45,26915151,1275642,125538,4899,589018245,500251865,2192983,1409183,27969418,14415,119737,224,26151395,0,119516,0,32288788,5095547,143801,25337,157523981,158179506,575407,610401,81185567,111134065,419722,640992,
1648116299.3561635,32.0,26.9,48.1,64.0,16780898304,13537415168,19.3,2894864384,4220493824,2108784640,9466978304,38931,3720879,1335304192,39057560576,8982,4613728,20015802,20015802,148382,148382,529503625,1831894766,897743,1966478,0,0,0,0,118076005,144636603,998620,1026036,26152842,0,119525,0,26156299,3812,119571,45,26915151,1275642,125538,4899,589096661,500318435,2193272,1409363,27969418,14415,119737,224,26151395,0,119516,0,32288788,5095547,143801,25337,157598542,158258240,575675,610691,81225944,111189150,419933,641302,
1648116299.6082041,21.7,17.4,26.9,50.0,16780898304,13537886208,19.3,2894397440,4220461056,2108801024,9467531264,38931,3720887,1335304192,39057646592,8982,4613733,20015802,20015802,148382,148382,529504681,1831896915,897759,1966494,0,0,0,0,118086439,144651344,998722,1026149,26152842,0,119525,0,26156299,3812,119571,45,26915151,1275642,125538,4899,589163860,500377395,2193523,1409521,27969418,14415,119737,224,26151395,0,119516,0,32288788,5095547,143801,25337,157664202,158323546,575908,610921,81261261,111238949,420115,641591,
1648116299.859752,36.4,29.2,29.2,61.5,16780898304,13536002048,19.3,2896306176,4217913344,2108817408,9469485056,38931,3720893,1335304192,39057736704,8982,4613737,20015802,20015802,148382,148382,529506001,1831899753,897779,1966514,0,0,0,0,118100750,144671979,998861,1026307,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,589253537,500453182,2193838,1409729,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,157748220,158413498,576218,611238,81308423,111301976,420360,641952,
1648116300.1116414,29.2,16.7,20.8,70.8,16780898304,13533827072,19.3,2898452480,4215300096,2108825600,9471926272,38931,3720901,1335304192,39057822720,8982,4613743,20015802,20015802,148382,148382,529506991,1831901771,897794,1966529,0,0,0,0,118110841,144686720,998959,1026420,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,589317261,500508275,2194058,1409877,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,157810087,158478379,576438,611469,81341792,111347194,420536,642204,
1648116300.3646657,40.7,42.3,21.7,76.9,16780898304,13533761536,19.4,2898501632,4214857728,2108841984,9472311296,38931,3720906,1335304192,39057867776,8982,4613746,20015802,20015802,148382,148382,529508179,1831904422,897812,1966547,0,0,0,0,118125069,144707197,999098,1026575,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,589405982,500584667,2194361,1410083,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,157897219,158569084,576753,611790,81387401,111409978,420776,642551,
1648116300.61657,38.5,29.2,50.0,53.8,16780898304,13532561408,19.4,2899693568,4212752384,2108858368,9474748416,38931,3720915,1335304192,39057994752,8982,4613753,20015802,20015802,148382,148382,529509433,1831906978,897831,1966566,0,0,0,0,118137353,144724956,999217,1026712,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,589483682,500651641,2194632,1410266,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,157971719,158646727,577021,612064,81428217,111465770,420990,642865,
1648116300.8682058,26.1,40.7,40.0,43.5,16780898304,13532205056,19.4,2900078592,4211720192,2108874752,9475485696,38931,3720920,1335304192,39058048000,8982,4613756,20015802,20015802,148382,148382,529510687,1831909677,897850,1966585,0,0,0,0,118150890,144744480,999348,1026860,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,589569854,500728682,2194928,1410471,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,158057647,158733956,577321,612375,81474523,111527965,421231,643203,
1648116301.120172,17.4,28.0,39.1,29.6,16780898304,13532164096,19.4,2900094976,4211171328,2108891136,9476038656,38931,3720929,1335304192,39058166784,8982,4613761,20015802,20015802,148382,148382,529511743,1831911840,897866,1966601,0,0,0,0,118161365,144760381,999448,1026984,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,589637865,500785960,2195167,1410629,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,158120409,158802246,577551,612615,81510052,111575861,421414,643481,
1648116301.3728871,32.1,34.6,52.0,44.0,16780898304,13530480640,19.4,2901782528,4208848896,2108907520,9478090752,38931,3720934,1335304192,39058211840,8982,4613765,20015802,20015802,148382,148382,529512997,1831914564,897885,1966620,0,0,0,0,118174861,144780163,999578,1027137,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,589725771,500861990,2195461,1410833,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,158206516,158892162,577852,612935,81555246,111637616,421653,643815,
1648116301.6257346,27.3,29.2,26.9,75.0,16780898304,13530607616,19.4,2901688320,4208365568,2108915712,9478770688,38931,3720942,1335304192,39058306048,8982,4613769,20015802,20015802,148382,148382,529514185,1831917134,897903,1966639,0,0,0,0,118187423,144797663,999701,1027269,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,589798526,500925201,2195707,1411005,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,158277643,158966560,578114,613199,81594371,111689800,421860,644103,
1648116301.8778505,47.6,42.3,44.0,60.0,16780898304,13528567808,19.4,2903756800,4205817856,2108932096,9480671232,38931,3720947,1335304192,39058355200,8982,4613771,20015802,20015802,148382,148382,529515439,1831919785,897922,1966657,0,0,0,0,118201453,144818140,999837,1027424,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,589887840,501004131,2196008,1411219,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,158364455,159057331,578424,613521,81642650,111753055,422110,644446,
1648116302.130171,38.5,26.1,40.0,42.3,16780898304,13529137152,19.4,2903138304,4205785088,2108940288,9481330688,38931,3720956,1335304192,39058494464,8982,4613776,20015802,20015802,148382,148382,529516429,1831921806,897937,1966672,0,0,0,0,118212234,144833833,999943,1027544,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,589954817,501061652,2196235,1411373,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,158430605,159126574,578661,613768,81676862,111800222,422293,644706,
1648116302.3826187,41.7,44.0,60.0,28.0,16780898304,13528969216,19.4,2903339008,4205010944,2108952576,9481912320,38931,3720961,1335304192,39058539520,8982,4613778,20015802,20015802,148382,148382,529517749,1831924639,897957,1966692,0,0,0,0,118226408,144854360,1000080,1027700,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,590043580,501139313,2196531,1411583,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,158517478,159217277,578972,614089,81724016,111863185,422540,645048,
1648116302.635196,28.0,28.0,61.5,20.0,16780898304,13527580672,19.4,2904702976,4202946560,2108973056,9484091392,38931,3720967,1335304192,39058621440,8982,4613782,20015802,20015802,148382,148382,529518937,1831927068,897975,1966710,0,0,0,0,118237837,144870263,1000192,1027824,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,590115445,501203957,2196791,1411759,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,158587506,159287013,579223,614336,81763671,111916563,422742,645350,
1648116302.8881931,32.0,40.7,65.2,25.0,16780898304,13527678976,19.4,2904621056,4202659840,2108985344,9484529664,38931,3720975,1335304192,39058715648,8982,4613787,20015802,20015802,148382,148382,529520125,1831929795,897993,1966729,0,0,0,0,118251732,144889578,1000328,1027968,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,590201483,501276482,2197075,1411955,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,158670607,159375507,579523,614642,81807163,111975611,422974,645672,
1648116303.1405373,20.8,36.4,32.0,24.0,16780898304,13526237184,19.4,2906050560,4200398848,2109005824,9486819328,38931,3720981,1335304192,39058793472,8982,4613790,20015802,20015802,148382,148382,529521181,1831931847,898009,1966744,0,0,0,0,118262769,144906332,1000435,1028097,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,590270901,501335634,2197328,1412115,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,158737310,159446869,579765,614910,81843243,112024821,423164,645951,
1648116303.3920026,42.3,40.0,42.3,52.2,16780898304,13525606400,19.4,2906660864,4199235584,2109005824,9487331328,38931,3720989,1335304192,39058879488,8982,4613794,20015802,20015802,148382,148382,529522369,1831934438,898027,1966762,0,0,0,0,118275206,144923840,1000555,1028229,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,590352678,501405901,2197618,1412305,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,158815516,159527255,580042,615186,81885439,112083266,423382,646282,
1648116303.643528,21.7,33.3,32.0,36.0,16780898304,13526097920,19.4,2906238976,4199043072,2109030400,9488162816,38931,3720994,1335304192,39058924544,8982,4613797,20015802,20015802,148382,148382,529523491,1831936741,898044,1966779,0,0,0,0,118287143,144941649,1000671,1028367,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,590424467,501468750,2197857,1412475,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,158886660,159601988,580304,615455,81923643,112134625,423581,646565,
1648116303.8955748,40.0,55.6,36.0,40.0,16780898304,13524750336,19.4,2907574272,4197044224,2109046784,9490247680,38931,3721003,1335304192,39059055616,8982,4613813,20015802,20015802,148382,148382,529524745,1831939463,898063,1966798,0,0,0,0,118300505,144961430,1000799,1028520,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,590508615,501542714,2198133,1412675,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,158969096,159688789,580595,615767,81968695,112194057,423818,646882,
1648116304.148496,40.9,29.2,48.0,32.0,16780898304,13524656128,19.4,2907676672,4196528128,2109063168,9490706432,38931,3721008,1335304192,39059104768,8982,4613816,20015802,20015802,148382,148382,529525867,1831941764,898080,1966815,0,0,0,0,118311660,144977021,1000908,1028638,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,590577109,501602228,2198368,1412837,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,159035534,159757638,580836,616008,82005076,112243095,424009,647155,
1648116304.400473,21.7,26.1,72.0,26.1,16780898304,13522329600,19.4,2909962240,4193681408,2109071360,9492742144,38931,3721016,1335304192,39059190784,8982,4613821,20015802,20015802,148382,148382,529527121,1831944462,898099,1966834,0,0,0,0,118325751,144997393,1001045,1028791,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,590665674,501679527,2198665,1413045,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,159122275,159848342,581145,616329,82051851,112305596,424255,647494,
1648116304.6517837,29.2,33.3,52.2,42.3,16780898304,13522673664,19.4,2909663232,4193333248,2109087744,9493798912,38931,3721022,1335304192,39059272704,8982,4613824,20015802,20015802,148382,148382,529528177,1831946615,898115,1966850,0,0,0,0,118336918,145012959,1001156,1028909,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,590734762,501738679,2198913,1413205,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,159188686,159917256,581386,616571,82087816,112355045,424445,647778,
1648116304.9037874,52.2,26.1,47.8,52.0,16780898304,13522309120,19.4,2909937664,4192444416,2109104128,9494364160,38931,3721030,1335304192,39059366912,8982,4613829,20015802,20015802,148382,148382,529530001,1831949633,898137,1966872,0,0,0,0,118350866,145032830,1001291,1029064,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,590826362,501817971,2199241,1413421,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,159274944,160007181,581690,616889,82136790,112420753,424700,648151,
1648116305.1561074,34.6,38.5,36.0,56.0,16780898304,13520797696,19.4,2911481856,4190228480,2109120512,9496510464,38931,3721035,1335304192,39059407872,8982,4613832,20015802,20015802,148382,148382,529531057,1831951786,898153,1966888,0,0,0,0,118362697,145050320,1001407,1029196,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,590897954,501879189,2199488,1413585,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,159345653,160081701,581946,617157,82173323,112471356,424896,648434,
1648116305.4077418,30.4,22.7,26.1,52.0,16780898304,13521125376,19.4,2911178752,4189937664,2109136896,9497169920,38931,3721041,1335304192,39059493888,8982,4613837,20015802,20015802,148382,148382,529532179,1831954220,898170,1966905,0,0,0,0,118374276,145067135,1001518,1029326,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,590973995,501943331,2199783,1413759,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,159415880,160157390,582196,617451,82212935,112524461,425101,648735,
1648116305.659757,21.7,38.5,24.0,56.0,16780898304,13520797696,19.4,2911477760,4189179904,2109153280,9497632768,38931,3721049,1335304192,39059584000,8982,4613842,20015802,20015802,148382,148382,529533235,1831956378,898186,1966921,0,0,0,0,118384661,145082671,1001619,1029443,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,591043133,502001576,2200036,1413917,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,159481417,160226566,582426,617697,82247956,112573525,425288,649017,
1648116305.9113925,59.3,38.5,25.0,37.5,16780898304,13519400960,19.4,2912919552,4187234304,2109157376,9499504640,38931,3721054,1335304192,39059633152,8982,4613845,20015802,20015802,148382,148382,529534423,1831958942,898204,1966939,0,0,0,0,118397711,145101550,1001744,1029590,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,591124840,502072750,2200321,1414109,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,159560214,160309135,582708,617995,82291634,112631851,425515,649343,
1648116306.1628754,33.3,44.4,20.8,40.0,16780898304,13519224832,19.4,2913091584,4186558464,2109173760,9500016640,38931,3721062,1335304192,39059719168,8982,4613851,20015802,20015802,148382,148382,529535413,1831960964,898219,1966954,0,0,0,0,118407119,145115543,1001834,1029700,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,591186303,502126139,2200538,1414255,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,159619135,160370538,582913,618219,82325163,112677097,425692,649592,
1648116306.419718,21.7,37.0,50.0,48.0,16780898304,13517213696,19.4,2914922496,4184047616,2109177856,9501822976,38931,3721068,1335304192,39059801088,8982,4613855,20015802,20015802,148382,148382,529536667,1831963669,898238,1966973,0,0,0,0,118420794,145135015,1001967,1029847,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,591271881,502200103,2200840,1414455,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,159702000,160456396,583211,618521,82370000,112738410,425926,649938,
1648116306.6710997,16.7,17.4,34.8,40.0,16780898304,13517520896,19.4,2914783232,4183646208,2109202432,9502871552,38931,3721076,1335304192,39059891200,8982,4613861,20015802,20015802,148382,148382,529537591,1831965558,898252,1966987,0,0,0,0,118430808,145149651,1002065,1029958,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,591335233,502253927,2201062,1414599,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,159762546,160521334,583429,618753,82401751,112781473,426094,650183,
1648116306.923495,44.0,31.8,42.9,43.5,16780898304,13517185024,19.4,2915147776,4182814720,2109218816,9503408128,38931,3721081,1335304192,39059940352,8982,4613864,20015802,20015802,148382,148382,529538779,1831968275,898270,1967006,0,0,0,0,118443874,145168375,1002191,1030102,26153051,0,119526,0,26156508,3812,119572,45,26915360,1275642,125539,4899,591418089,502324556,2201365,1414791,27969627,14415,119738,224,26151604,0,119517,0,32288997,5095547,143802,25337,159841159,160604432,583710,619059,82445183,112840321,426324,650517,
