ts,cpu1,cpu2,cpu3,cpu4,total,available,percent,used,free,active,inactive,read_count,write_count,read_bytes,write_bytes,read_time,write_timelo_bytes_sent,lo_bytes_recv,lo_packets_sent,lo_packets_recv,ens3_bytes_sent,ens3_bytes_recv,ens3_packets_sent,ens3_packets_recv,docker0_bytes_sent,docker0_bytes_recv,docker0_packets_sent,docker0_packets_recv,br-e6ac0c9a60bf_bytes_sent,br-e6ac0c9a60bf_bytes_recv,br-e6ac0c9a60bf_packets_sent,br-e6ac0c9a60bf_packets_recv,vethc2e4129_bytes_sent,vethc2e4129_bytes_recv,vethc2e4129_packets_sent,vethc2e4129_packets_recv,vethf3e70a1_bytes_sent,vethf3e70a1_bytes_recv,vethf3e70a1_packets_sent,vethf3e70a1_packets_recv,vethe5e057b_bytes_sent,vethe5e057b_bytes_recv,vethe5e057b_packets_sent,vethe5e057b_packets_recv,veth5ac51d4_bytes_sent,veth5ac51d4_bytes_recv,veth5ac51d4_packets_sent,veth5ac51d4_packets_recv,veth26967c2_bytes_sent,veth26967c2_bytes_recv,veth26967c2_packets_sent,veth26967c2_packets_recv,vethdda59fb_bytes_sent,vethdda59fb_bytes_recv,vethdda59fb_packets_sent,vethdda59fb_packets_recv,veth13e81f4_bytes_sent,veth13e81f4_bytes_recv,veth13e81f4_packets_sent,veth13e81f4_packets_recv,vetha3f20d0_bytes_sent,vetha3f20d0_bytes_recv,vetha3f20d0_packets_sent,vetha3f20d0_packets_recv,vethe7b3f9d_bytes_sent,vethe7b3f9d_bytes_recv,vethe7b3f9d_packets_sent,vethe7b3f9d_packets_recv,
1648022677.8802679,4.0,3.8,3.8,0.0,16780898304,13995008000,16.6,2437361664,6175072256,1943887872,7756722176,26406,2945145,1163705344,29802066944,6476,3545043,18428407,18428407,139800,139800,128272956,1800737649,540067,1663452,0,0,0,0,37964868,32550243,252241,210192,16905638,0,77375,0,16909165,3812,77422,45,16914498,4946,77403,37,82873862,61703752,341703,188770,18722284,14415,77588,224,16904166,0,77366,0,20354186,1211606,88918,12729,78248016,64103781,308857,256154,64539,25679,353,322,
1648022678.133017,0.0,0.0,0.0,0.0,16780898304,13995008000,16.6,2437361664,6175072256,1943887872,7756738560,26406,2945145,1163705344,29802066944,6476,3545043,18428407,18428407,139800,139800,128272956,1800737649,540067,1663452,0,0,0,0,37964868,32550243,252241,210192,16905859,0,77376,0,16909386,3812,77423,45,16914719,4946,77404,37,82874083,61703752,341704,188770,18722505,14415,77589,224,16904387,0,77367,0,20354407,1211606,88919,12729,78248237,64103781,308858,256154,64760,25679,354,322,
1648022678.3858144,3.8,0.0,0.0,0.0,16780898304,13995008000,16.6,2437361664,6175072256,1943887872,7756738560,26406,2945145,1163705344,29802066944,6476,3545043,18428407,18428407,139800,139800,128272956,1800737649,540067,1663452,0,0,0,0,37964868,32550243,252241,210192,16906080,0,77377,0,16909607,3812,77424,45,16914940,4946,77405,37,82874304,61703752,341705,188770,18722726,14415,77590,224,16904608,0,77368,0,20354628,1211606,88920,12729,78248458,64103781,308859,256154,64981,25679,355,322,
1648022678.638825,0.0,3.8,0.0,0.0,16780898304,13994999808,16.6,2437369856,6175064064,1943887872,7756738560,26406,2945145,1163705344,29802066944,6476,3545043,18428407,18428407,139800,139800,128272956,1800737649,540067,1663452,0,0,0,0,37964868,32550243,252241,210192,16906289,0,77378,0,16909816,3812,77425,45,16915149,4946,77406,37,82874513,61703752,341706,188770,18722935,14415,77591,224,16904817,0,77369,0,20354837,1211606,88921,12729,78248667,64103781,308860,256154,65190,25679,356,322,
1648022678.8916554,0.0,0.0,3.8,0.0,16780898304,13994999808,16.6,2437369856,6175064064,1943887872,7756738560,26406,2945145,1163705344,29802066944,6476,3545043,18428407,18428407,139800,139800,128272956,1800737649,540067,1663452,0,0,0,0,37964868,32550243,252241,210192,16906289,0,77378,0,16909816,3812,77425,45,16915149,4946,77406,37,82874513,61703752,341706,188770,18722935,14415,77591,224,16904817,0,77369,0,20354837,1211606,88921,12729,78248667,64103781,308860,256154,65190,25679,356,322,
1648022679.1445227,0.0,0.0,0.0,0.0,16780898304,13994754048,16.6,2437615616,6174814208,1943887872,7756775424,26406,2945145,1163705344,29802066944,6476,3545043,18428407,18428407,139800,139800,128272956,1800737649,540067,1663452,0,0,0,0,37964868,32550243,252241,210192,16906289,0,77378,0,16909816,3812,77425,45,16915149,4946,77406,37,82874513,61703752,341706,188770,18722935,14415,77591,224,16904817,0,77369,0,20354837,1211606,88921,12729,78248667,64103781,308860,256154,65190,25679,356,322,
1648022679.397832,7.4,0.0,0.0,0.0,16780898304,13994754048,16.6,2437615616,6174814208,1943887872,7756816384,26406,2945145,1163705344,29802066944,6476,3545043,18428407,18428407,139800,139800,128272956,1800737649,540067,1663452,0,0,0,0,37964868,32550243,252241,210192,16906289,0,77378,0,16909816,3812,77425,45,16915149,4946,77406,37,82874513,61703752,341706,188770,18722935,14415,77591,224,16904817,0,77369,0,20354837,1211606,88921,12729,78248667,64103781,308860,256154,65190,25679,356,322,
1648022679.6509264,0.0,7.7,3.8,0.0,16780898304,13995012096,16.6,2437357568,6175072256,1943887872,7756836864,26406,2945146,1163705344,29802071040,6476,3545044,18428407,18428407,139800,139800,128272956,1800737649,540067,1663452,0,0,0,0,37964868,32550243,252241,210192,16906498,0,77379,0,16910025,3812,77426,45,16915358,4946,77407,37,82874722,61703752,341707,188770,18723144,14415,77592,224,16905026,0,77370,0,20355046,1211606,88922,12729,78248876,64103781,308861,256154,65399,25679,357,322,
1648022679.9037938,0.0,0.0,0.0,0.0,16780898304,13995012096,16.6,2437357568,6175072256,1943887872,7756836864,26406,2945146,1163705344,29802071040,6476,3545044,18428407,18428407,139800,139800,128272956,1800737649,540067,1663452,0,0,0,0,37964868,32550243,252241,210192,16906498,0,77379,0,16910025,3812,77426,45,16915358,4946,77407,37,82874722,61703752,341707,188770,18723144,14415,77592,224,16905026,0,77370,0,20355046,1211606,88922,12729,78248876,64103781,308861,256154,65399,25679,357,322,
1648022680.1565716,3.8,0.0,0.0,0.0,16780898304,13994762240,16.6,2437607424,6174814208,1943896064,7756820480,26406,2945148,1163705344,29802107904,6476,3545046,18428407,18428407,139800,139800,128272956,1800737649,540067,1663452,0,0,0,0,37964868,32550243,252241,210192,16906498,0,77379,0,16910025,3812,77426,45,16915358,4946,77407,37,82874722,61703752,341707,188770,18723144,14415,77592,224,16905026,0,77370,0,20355046,1211606,88922,12729,78248876,64103781,308861,256154,65399,25679,357,322,
1648022680.4095685,0.0,3.8,0.0,3.8,16780898304,13994762240,16.6,2437607424,6174814208,1943896064,7756820480,26406,2945148,1163705344,29802107904,6476,3545046,18428407,18428407,139800,139800,128272956,1800737649,540067,1663452,0,0,0,0,37964868,32550243,252241,210192,16906498,0,77379,0,16910025,3812,77426,45,16915358,4946,77407,37,82874722,61703752,341707,188770,18723144,14415,77592,224,16905026,0,77370,0,20355046,1211606,88922,12729,78248876,64103781,308861,256154,65399,25679,357,322,
1648022680.6624951,0.0,0.0,0.0,0.0,16780898304,13995020288,16.6,2437349376,6175072256,1943896064,7756804096,26406,2945148,1163705344,29802107904,6476,3545046,18428407,18428407,139800,139800,128272956,1800737649,540067,1663452,0,0,0,0,37964868,32550243,252241,210192,16906498,0,77379,0,16910025,3812,77426,45,16915358,4946,77407,37,82874722,61703752,341707,188770,18723144,14415,77592,224,16905026,0,77370,0,20355046,1211606,88922,12729,78248876,64103781,308861,256154,65399,25679,357,322,
1648022680.915592,0.0,7.4,0.0,0.0,16780898304,13995020288,16.6,2437349376,6175072256,1943896064,7756804096,26406,2945148,1163705344,29802107904,6476,3545046,18428407,18428407,139800,139800,128272956,1800737649,540067,1663452,0,0,0,0,37964868,32550243,252241,210192,16906498,0,77379,0,16910025,3812,77426,45,16915358,4946,77407,37,82874722,61703752,341707,188770,18723144,14415,77592,224,16905026,0,77370,0,20355046,1211606,88922,12729,78248876,64103781,308861,256154,65399,25679,357,322,
1648022681.1689436,4.0,4.0,3.8,0.0,16780898304,13995278336,16.6,2437091328,6175330304,1943896064,7756828672,26406,2945148,1163705344,29802107904,6476,3545046,18428407,18428407,139800,139800,128273124,1800737789,540069,1663454,0,0,0,0,37964868,32550243,252241,210192,16906498,0,77379,0,16910025,3812,77426,45,16915358,4946,77407,37,82874722,61703752,341707,188770,18723144,14415,77592,224,16905026,0,77370,0,20355046,1211606,88922,12729,78248876,64103781,308861,256154,65399,25679,357,322,
1648022681.42223,3.8,0.0,0.0,0.0,16780898304,13995278336,16.6,2437091328,6175330304,1943896064,7756828672,26406,2945148,1163705344,29802107904,6476,3545046,18428407,18428407,139800,139800,128273394,1800738017,540072,1663457,0,0,0,0,37964868,32550243,252241,210192,16906498,0,77379,0,16910025,3812,77426,45,16915358,4946,77407,37,82874722,61703752,341707,188770,18723144,14415,77592,224,16905026,0,77370,0,20355046,1211606,88922,12729,78248876,64103781,308861,256154,65399,25679,357,322,
1648022681.6751642,0.0,3.8,0.0,0.0,16780898304,13995212800,16.6,2437156864,6175264768,1943896064,7756849152,26406,2945148,1163705344,29802107904,6476,3545046,18428407,18428407,139800,139800,128273394,1800738069,540072,1663458,0,0,0,0,37964868,32550243,252241,210192,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82874931,61703752,341708,188770,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,65608,25679,358,322,
1648022681.9281776,0.0,3.8,0.0,0.0,16780898304,13995212800,16.6,2437156864,6175264768,1943896064,7756849152,26406,2945148,1163705344,29802107904,6476,3545046,18428407,18428407,139800,139800,128273394,1800738069,540072,1663458,0,0,0,0,37964868,32550243,252241,210192,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82874931,61703752,341708,188770,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,65608,25679,358,322,
1648022682.1808996,0.0,0.0,0.0,4.0,16780898304,13995470848,16.6,2436898816,6175522816,1943896064,7756836864,26406,2945149,1163705344,29802120192,6476,3545047,18428407,18428407,139800,139800,128273394,1800738069,540072,1663458,0,0,0,0,37964868,32550243,252241,210192,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82874931,61703752,341708,188770,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,65608,25679,358,322,
1648022682.4338436,0.0,3.8,0.0,0.0,16780898304,13995470848,16.6,2436898816,6175522816,1943896064,7756836864,26406,2945149,1163705344,29802120192,6476,3545047,18428407,18428407,139800,139800,128273394,1800738069,540072,1663458,0,0,0,0,37964868,32550243,252241,210192,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82874931,61703752,341708,188770,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,65608,25679,358,322,
1648022682.6868763,3.8,0.0,0.0,0.0,16780898304,13994946560,16.6,2437423104,6174998528,1943896064,7756677120,26406,2945149,1163705344,29802120192,6476,3545047,18428407,18428407,139800,139800,128273528,1800738123,540074,1663459,0,0,0,0,37964936,32550349,252242,210194,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82874931,61703752,341708,188770,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,65676,25813,359,324,
1648022682.9399478,0.0,3.8,0.0,3.8,16780898304,13994946560,16.6,2437423104,6174998528,1943896064,7756677120,26406,2945149,1163705344,29802120192,6476,3545047,18428407,18428407,139800,139800,128273528,1800738123,540074,1663459,0,0,0,0,37964936,32550349,252242,210194,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82875247,61704108,341712,188772,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,66032,26129,361,328,
1648022683.192812,0.0,0.0,0.0,0.0,16780898304,13995020288,16.6,2437349376,6175072256,1943896064,7756693504,26406,2945149,1163705344,29802120192,6476,3545047,18428407,18428407,139800,139800,128273528,1800738123,540074,1663459,0,0,0,0,37964936,32550349,252242,210194,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82875247,61704108,341712,188772,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,66032,26129,361,328,
1648022683.4457276,0.0,4.0,0.0,0.0,16780898304,13995020288,16.6,2437349376,6175072256,1943896064,7756693504,26406,2945149,1163705344,29802120192,6476,3545047,18428407,18428407,139800,139800,128273528,1800738123,540074,1663459,0,0,0,0,37964936,32550349,252242,210194,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82875247,61704108,341712,188772,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,66032,26129,361,328,
1648022683.6985765,0.0,0.0,0.0,3.8,16780898304,13994762240,16.6,2437607424,6174814208,1943896064,7756709888,26406,2945149,1163705344,29802120192,6476,3545047,18428407,18428407,139800,139800,128273528,1800738123,540074,1663459,0,0,0,0,37964936,32550349,252242,210194,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82875247,61704108,341712,188772,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,66032,26129,361,328,
1648022683.95153,0.0,0.0,0.0,0.0,16780898304,13994762240,16.6,2437607424,6174814208,1943896064,7756709888,26406,2945149,1163705344,29802120192,6476,3545047,18428407,18428407,139800,139800,128273528,1800738123,540074,1663459,0,0,0,0,37964936,32550349,252242,210194,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82875247,61704108,341712,188772,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,66032,26129,361,328,
1648022684.2046218,0.0,7.4,0.0,3.8,16780898304,13995020288,16.6,2437349376,6175072256,1943896064,7756730368,26406,2945149,1163705344,29802120192,6476,3545047,18428407,18428407,139800,139800,128273528,1800738123,540074,1663459,0,0,0,0,37964936,32550349,252242,210194,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82875247,61704108,341712,188772,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,66032,26129,361,328,
1648022684.4575026,0.0,0.0,0.0,0.0,16780898304,13995020288,16.6,2437349376,6175072256,1943896064,7756730368,26406,2945149,1163705344,29802120192,6476,3545047,18428407,18428407,139800,139800,128273528,1800738123,540074,1663459,0,0,0,0,37964936,32550349,252242,210194,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82875247,61704108,341712,188772,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,66032,26129,361,328,
1648022684.7103586,24.0,16.7,24.0,34.8,16780898304,13994147840,16.6,2438221824,6174195712,1943904256,7757438976,26406,2945173,1163705344,29802226688,6476,3545088,18428407,18428407,139800,139800,128273528,1800738123,540074,1663459,0,0,0,0,37964936,32550349,252242,210194,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82875247,61704108,341712,188772,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,66032,26129,361,328,
1648022684.9663863,4.0,11.1,3.8,28.0,16780898304,13994520576,16.6,2437849088,6174556160,1943912448,7757524992,26406,2945180,1163705344,29802406912,6476,3545093,18428407,18428407,139800,139800,128273528,1800738123,540074,1663459,0,0,0,0,37964936,32550349,252242,210194,16906707,0,77380,0,16910234,3812,77427,45,16915567,4946,77408,37,82875247,61704108,341712,188772,18723353,14415,77593,224,16905235,0,77371,0,20355255,1211606,88923,12729,78249085,64103781,308862,256154,66032,26129,361,328,
1648022685.2197292,16.0,56.0,12.0,29.6,16780898304,13992460288,16.6,2439901184,6172459008,1943912448,7758966784,26406,2945180,1163705344,29802406912,6476,3545093,18428407,18428407,139800,139800,128274574,1800738875,540083,1663466,0,0,0,0,37966764,32552603,252259,210215,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,82891663,61721124,341806,188835,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78261989,64113969,308900,256200,78946,41795,433,425,
1648022685.4715946,32.0,39.1,28.0,28.0,16780898304,13992493056,16.6,2439831552,6172127232,1943920640,7760146432,26406,2945188,1163705344,29802525696,6476,3545099,18428407,18428407,139800,139800,128277190,1800740388,540103,1663485,0,0,0,0,37974015,32564347,252332,210304,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,82937534,61757826,341946,188933,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78306790,64165012,309070,256379,99085,70600,546,587,
1648022685.7244859,23.1,24.0,50.0,13.0,16780898304,13991477248,16.6,2440871936,6170836992,1943928832,7760211968,26406,2945192,1163705344,29802533888,6476,3545101,18428407,18428407,139800,139800,128279110,1800741747,540119,1663501,0,0,0,0,37979180,32572261,252383,210365,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,82971870,61787426,342066,189013,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78339837,64199418,309190,256499,116738,95233,637,728,
1648022685.976907,20.8,24.0,38.5,36.0,16780898304,13990744064,16.6,2441596928,6169837568,1943937024,7762796544,26406,2945199,1163705344,29802583040,6476,3545105,18428407,18428407,139800,139800,128281088,1800743222,540136,1663518,0,0,0,0,37984409,32580281,252434,210428,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83006648,61817026,342189,189093,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78372685,64234024,309307,256622,134653,120241,731,871,
1648022686.2317736,40.7,20.0,23.1,53.8,16780898304,13988950016,16.6,2443407360,6167764992,1943945216,7765540864,26406,2945204,1163705344,29802632192,6476,3545109,18428407,18428407,139800,139800,128283008,1800744630,540152,1663535,0,0,0,0,37989703,32588143,252487,210488,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83040789,61847054,342302,189176,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78405728,64268496,309427,256743,152863,144543,827,1003,
1648022686.484812,23.1,33.3,47.8,28.0,16780898304,13988933632,16.6,2443378688,6167506944,1943953408,7766433792,26406,2945211,1163705344,29802681344,6476,3545113,18428407,18428407,139800,139800,128284928,1800745988,540168,1663551,0,0,0,0,37995197,32595955,252543,210547,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83075874,61877864,342430,189259,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78438973,64303630,309550,256874,171857,169067,923,1139,
1648022686.7376802,28.0,24.0,48.1,21.7,16780898304,13988958208,16.6,2443378688,6167248896,1943961600,7767085056,26406,2945216,1163705344,29802726400,6476,3545117,18428407,18428407,139800,139800,128287022,1800747347,540185,1663567,0,0,0,0,38000917,32604828,252600,210615,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83112912,61909526,342552,189343,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78475886,64343065,309681,257020,190252,194421,1023,1273,
1648022686.9905846,30.4,44.0,21.7,42.3,16780898304,13988155392,16.6,2444206080,6166167552,1943961600,7767826432,26406,2945221,1163705344,29802742784,6476,3545120,18428407,18428407,139800,139800,128288942,1800748875,540201,1663585,0,0,0,0,38006543,32612692,252657,210675,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83147380,61939126,342674,189423,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78509064,64378133,309803,257150,208234,218459,1118,1405,
1648022687.246009,60.0,20.8,23.1,20.0,16780898304,13987663872,16.6,2444689408,6165417984,1943969792,7768801280,26406,2945227,1163705344,29802787840,6476,3545124,18428407,18428407,139800,139800,128291112,1800750233,540218,1663601,0,0,0,0,38011773,32620763,252709,210739,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83182026,61969088,342795,189505,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78541912,64413464,309920,257284,226512,242675,1215,1536,
1648022687.4998085,32.0,29.2,60.0,16.7,16780898304,13986648064,16.7,2445713408,6164127744,1943977984,7770525696,26406,2945232,1163705344,29802832896,6476,3545127,18428407,18428407,139800,139800,128293288,1800751590,540234,1663617,0,0,0,0,38016936,32628676,252760,210800,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83216809,62000170,342907,189590,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78576545,64448628,310044,257408,245579,268516,1312,1670,
1648022687.753177,50.0,25.0,33.3,28.0,16780898304,13984796672,16.7,2447556608,6162014208,1943982080,7771848704,26406,2945239,1163705344,29802882048,6476,3545131,18428407,18428407,139800,139800,128295456,1800752948,540250,1663633,0,0,0,0,38022306,32637288,252814,210863,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83252634,62031626,343018,189673,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78611587,64486841,310169,257543,263767,292026,1409,1794,
1648022688.00702,53.8,12.5,32.0,28.0,16780898304,13982937088,16.7,2449387520,6159933440,1943990272,7774298112,26406,2945244,1163705344,29802927104,6476,3545134,18428407,18428407,139800,139800,128297880,1800754402,540268,1663651,0,0,0,0,38028033,32645415,252872,210929,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83286164,62061582,343125,189755,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78644782,64521776,310289,257671,282187,315604,1509,1919,
1648022688.2605774,44.0,13.0,16.7,38.5,16780898304,13982216192,16.7,2450137088,6158917632,1944002560,7775408128,26406,2945251,1163705344,29802980352,6476,3545138,18428407,18428407,139800,139800,128300114,1800755885,540285,1663668,0,0,0,0,38033468,32653329,252926,210990,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83320150,62091544,343236,189837,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78677768,64556314,310408,257793,300538,339760,1606,2049,
1648022688.513306,26.1,59.3,20.0,26.1,16780898304,13981089792,16.7,2451247104,6157545472,1944002560,7776559104,26406,2945255,1163705344,29802988544,6476,3545141,18428407,18428407,139800,139800,128302274,1800757252,540301,1663684,0,0,0,0,38038773,32661191,252979,211050,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83354908,62122420,343355,189921,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78710691,64590918,310526,257916,319739,364559,1705,2185,
1648022688.7651832,20.8,52.0,23.1,28.0,16780898304,13981089792,16.7,2451251200,6157279232,1944010752,7776874496,26406,2945262,1163705344,29803037696,6476,3545144,18428407,18428407,139800,139800,128304434,1800758616,540317,1663700,0,0,0,0,38044075,32669055,253032,211110,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83389070,62152020,343468,190001,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78745060,64625952,310648,258041,337735,389854,1801,2318,
1648022689.0170057,29.2,31.8,48.0,21.7,16780898304,13981077504,16.7,2451214336,6157029376,1944018944,7776911360,26406,2945267,1163705344,29803082752,6476,3545147,18428407,18428407,139800,139800,128306816,1800759983,540334,1663716,0,0,0,0,38049935,32677928,253091,211178,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83426348,62183682,343598,190085,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78780732,64665487,310778,258193,355998,413835,1899,2449,
1648022689.2685688,37.5,37.5,25.9,24.0,16780898304,13980315648,16.7,2452029440,6155980800,1944027136,7776620544,26406,2945274,1163705344,29803136000,6476,3545151,18428407,18428407,139800,139800,128308770,1800761296,540349,1663731,0,0,0,0,38055106,32685843,253142,211239,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83461080,62213282,343724,190165,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78813719,64700752,310897,258326,373591,437880,1989,2581,
1648022689.5205295,23.1,38.5,20.8,16.7,16780898304,13980561408,16.7,2451759104,6155964416,1944035328,7776935936,26406,2945279,1163705344,29803181056,6476,3545154,18428407,18428407,139800,139800,128311152,1800762767,540366,1663749,0,0,0,0,38060411,32693707,253195,211299,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83494888,62242882,343836,190245,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78846774,64735358,311017,258449,391516,461861,2084,2712,
1648022689.7727206,23.1,40.0,16.0,28.0,16780898304,13980405760,16.7,2451886080,6155665408,1944031232,7777378304,26406,2945286,1163705344,29803230208,6476,3545159,18428407,18428407,139800,139800,128313180,1800764251,540382,1663766,0,0,0,0,38065292,32700717,253243,211354,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83525994,62270420,343946,190321,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78875762,64765530,311123,258555,408896,484524,2172,2841,
1648022690.0250113,17.4,25.0,26.9,62.5,16780898304,13979885568,16.7,2452410368,6154915840,1944031232,7777992704,26406,2945290,1163705344,29803238400,6476,3545160,18428407,18428407,139800,139800,128315546,1800765613,540399,1663782,0,0,0,0,38071279,32709328,253304,211417,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83563758,62302082,344079,190405,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78913142,64805227,311261,258705,427096,510015,2269,2977,
1648022690.2777321,25.0,16.7,20.0,64.0,16780898304,13978464256,16.7,2453848064,6153101312,1944035328,7779569664,26406,2945297,1163705344,29803291648,6476,3545165,18428407,18428407,139800,139800,128317764,1800767024,540416,1663799,0,0,0,0,38076780,32716983,253360,211473,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83599156,62333320,344204,190491,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78946327,64840294,311383,258835,446591,534726,2369,3108,
1648022690.5310624,23.1,24.0,23.1,70.4,16780898304,13975531520,16.7,2456776704,6150053888,1944035328,7782612992,26406,2945302,1163705344,29803336704,6476,3545168,18428407,18428407,139800,139800,128319932,1800768389,540432,1663815,0,0,0,0,38082631,32725543,253419,211535,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83635336,62364982,344313,190575,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,78983577,64878738,311519,258966,464728,559757,2465,3237,
1648022690.7848814,29.2,21.7,32.0,60.0,16780898304,13975085056,16.7,2457227264,6149173248,1944068096,7782862848,26406,2945309,1163705344,29803385856,6476,3545173,18428407,18428407,139800,139800,128322100,1800769752,540448,1663831,0,0,0,0,38087648,32732554,253470,211590,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83668616,62394456,344417,190654,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,79016013,64912017,311633,259080,482311,583074,2557,3358,
1648022691.037717,40.7,48.0,12.5,34.8,16780898304,13973778432,16.7,2458554368,6147584000,1944076288,7785316352,26406,2945314,1163705344,29803430912,6476,3545176,18428407,18428407,139800,139800,128324532,1800771285,540466,1663849,0,0,0,0,38093702,32741270,253531,211655,16906749,0,77381,0,16910276,3812,77428,45,16915609,4946,77409,37,83702998,62424544,344534,190737,18723395,14415,77594,224,16905277,0,77372,0,20355297,1211606,88924,12729,79050074,64947817,311765,259210,500800,607690,2654,3495,
